schid,nttkreadsch,nttkreaddist,nttkreadstate,nttkmathschool,nttkmathdist,nttkmathstate,nttkscischool,nttkscidist,nttkscistate
100110010262001,0.0,1.2,0.6,0.0,1.2,0.5,0.0,1.4,0.7
100110030260006,0.5,0.2,0.6,0.5,0.2,0.5,0.5,0.2,0.7
100110030261005,0.3,0.2,0.6,0.3,0.2,0.5,0.0,0.2,0.7
100110030262001,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.2,0.7
100110030262003,,,,,,,,,
100110030262005,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.2,0.7
100110040260002,5.9,1.3,0.6,5.9,1.3,0.5,5.9,1.8,0.7
100110040261001,1.9,1.3,0.6,1.9,1.3,0.5,0.0,1.8,0.7
100110040262001,0.0,1.3,0.6,0.0,1.3,0.5,0.0,1.8,0.7
100110080260006,0.9,0.1,0.6,0.9,0.1,0.5,0.9,0.3,0.7
100110080261005,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
100110080262001,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
100110080262003,,,,,,,,,
100110080262004,0.0,0.1,0.6,0.0,0.1,0.5,,,
100110140240001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
100110140242001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
100680020260001,0.0,1.5,0.6,0.0,1.5,0.5,0.0,0.0,0.7
100680020261002,2.5,1.5,0.6,2.5,1.5,0.5,0.0,0.0,0.7
100680020262003,2.0,1.5,0.6,2.0,1.5,0.5,0.0,0.0,0.7
100680020262005,0.0,1.5,0.6,0.0,1.5,0.5,0.0,0.0,0.7
100680030260001,0.9,1.1,0.6,0.9,1.1,0.5,0.9,1.9,0.7
100680030261002,1.9,1.1,0.6,1.9,1.1,0.5,3.8,1.9,0.7
100680030262003,0.0,1.1,0.6,0.0,1.1,0.5,0.0,1.9,0.7
100680030262006,1.6,1.1,0.6,1.6,1.1,0.5,4.3,1.9,0.7
100680120260001,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.3,0.7
100680120261002,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.3,0.7
100680120262003,0.9,0.3,0.6,0.9,0.3,0.5,,,
100680120262004,,,,,,,,,
100680120262006,0.5,0.3,0.6,0.5,0.3,0.5,1.0,0.3,0.7
100680220260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
100680220262003,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
11012002C260001,2.8,1.6,0.6,2.8,1.6,0.5,2.8,2.7,0.7
11012002C261002,1.9,1.6,0.6,1.9,1.6,0.5,2.7,2.7,0.7
11012002C262003,1.0,1.6,0.6,1.0,1.6,0.5,2.4,2.7,0.7
11012002C262005,,,,,,,,,
11012003C260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
11012003C262005,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
11012004C260001,0.5,0.4,0.6,0.5,0.4,0.5,0.7,0.5,0.7
11012004C262003,0.4,0.4,0.6,0.4,0.4,0.5,0.0,0.5,0.7
110150010260001,1.5,0.4,0.6,1.5,0.4,0.5,0.5,0.5,0.7
110150010261002,0.0,0.4,0.6,0.0,0.4,0.5,0.5,0.5,0.7
110150010262003,0.0,0.4,0.6,0.0,0.4,0.5,,,
110150010262004,0.3,0.4,0.6,0.3,0.4,0.5,0.5,0.5,0.7
110150010262006,,,,,,,,,
110150010262007,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.5,0.7
110150020260001,0.8,0.6,0.6,0.8,0.6,0.5,0.4,0.7,0.7
110150020261003,0.5,0.6,0.6,0.5,0.6,0.5,0.7,0.7,0.7
110150020262015,0.6,0.6,0.6,0.6,0.6,0.5,0.9,0.7,0.7
110150020262016,0.8,0.6,0.6,0.8,0.6,0.5,0.8,0.7,0.7
110150050260002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110150050262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110180030260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110180030262002,0.0,0.0,0.6,0.0,0.0,0.5,,,
110180030262005,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110180770260001,1.5,0.4,0.6,1.5,0.4,0.5,1.5,0.9,0.7
110180770261001,0.3,0.4,0.6,0.3,0.4,0.5,1.4,0.9,0.7
110180770262003,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.9,0.7
110213010260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110213010261004,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110213010262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110213020260001,2.3,0.3,0.6,2.3,0.6,0.5,2.3,0.7,0.7
110213020261001,0.0,0.3,0.6,1.1,0.6,0.5,0.0,0.7,0.7
110213020262001,0.0,0.3,0.6,0.0,0.6,0.5,0.0,0.7,0.7
110213050260001,0.0,1.1,0.6,0.0,1.1,0.5,0.0,1.2,0.7
110213050261001,0.0,1.1,0.6,0.0,1.1,0.5,0.0,1.2,0.7
110213050262003,1.1,1.1,0.6,1.1,1.1,0.5,0.0,1.2,0.7
110213050262004,2.0,1.1,0.6,2.0,1.1,0.5,3.8,1.2,0.7
110213060260001,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.0,0.7
110213060262002,0.4,0.2,0.6,0.4,0.2,0.5,0.0,0.0,0.7
110230010260001,0.0,0.9,0.6,0.0,0.9,0.5,0.0,0.0,0.7
110230010262001,,,,,,,,,
110230010262002,1.7,0.9,0.6,1.7,0.9,0.5,0.0,0.0,0.7
110230030260001,0.0,1.4,0.6,0.0,1.4,0.5,0.0,1.8,0.7
110230030262002,2.6,1.4,0.6,2.6,1.4,0.5,6.7,1.8,0.7
110230040260002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110230040261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110230040262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110230060260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110230060261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110230060262003,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110230950250002,3.8,0.8,0.6,3.8,0.8,0.5,3.8,1.5,0.7
110230950251001,0.7,0.8,0.6,0.7,0.8,0.5,1.2,1.5,0.7
110230950252003,,,,,,,,,
110230950252006,0.0,0.8,0.6,0.0,0.8,0.5,0.0,1.5,0.7
110703000260004,3.0,1.0,0.6,3.0,0.8,0.5,3.0,1.5,0.7
110703000261001,0.8,1.0,0.6,0.4,0.8,0.5,1.2,1.5,0.7
110703000262001,0.4,1.0,0.6,0.4,0.8,0.5,0.0,1.5,0.7
110703020260001,0.0,12.1,0.6,0.0,11.3,0.5,0.0,0.0,0.7
110703020261001,0.6,12.1,0.6,18.9,11.3,0.5,0.0,0.0,0.7
110703020262001,45.8,12.1,0.6,0.0,11.3,0.5,0.0,0.0,0.7
110870010260002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
110870010262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
11087003A260001,0.7,0.4,0.6,0.7,0.4,0.5,0.0,0.0,0.7
11087003A262001,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.0,0.7
110870040260001,1.1,0.2,0.6,1.1,0.2,0.5,0.0,0.0,0.7
110870040262002,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.0,0.7
110870040262003,0.0,0.2,0.6,0.0,0.2,0.5,,,
110870040262006,,,,,,,,,
11087005A260001,4.3,0.6,0.6,4.3,0.6,0.5,4.3,1.4,0.7
11087005A262003,0.0,0.6,0.6,0.0,0.6,0.5,0.0,1.4,0.7
110870210260001,3.9,1.1,0.6,3.9,1.1,0.5,2.7,1.0,0.7
110870210261001,1.0,1.1,0.6,1.0,1.1,0.5,0.0,1.0,0.7
110870210262001,0.0,1.1,0.6,0.0,1.1,0.5,0.0,1.0,0.7
110870210262002,,,,,,,,,
120130100260002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120130100261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120130100262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120130250260001,8.1,1.1,0.6,8.1,1.1,0.5,8.1,2.7,0.7
120130250262004,0.3,1.1,0.6,0.3,1.1,0.5,0.9,2.7,0.7
120130350260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120130350261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120130350262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120130350262002,0.0,0.0,0.6,0.0,0.0,0.5,,,
120130350262005,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120130350262006,,,,,,,,,
120170010260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120170010262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120170020260001,3.6,0.6,0.6,3.6,0.6,0.5,3.6,1.2,0.7
120170020261005,0.0,0.6,0.6,0.0,0.6,0.5,0.0,1.2,0.7
120170020262004,0.3,0.6,0.6,0.3,0.6,0.5,0.0,1.2,0.7
120170020262007,,,,,,,,,
120170030260001,0.0,1.2,0.6,0.0,1.2,0.5,0.0,1.4,0.7
120170030262002,1.5,1.2,0.6,1.5,1.2,0.5,2.3,1.4,0.7
120170040260001,0.0,1.7,0.6,0.0,1.7,0.5,0.0,0.0,0.7
120170040262002,1.9,1.7,0.6,1.9,1.7,0.5,0.0,0.0,0.7
120400010260001,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.0,0.7
120400010261003,0.5,0.3,0.6,0.5,0.3,0.5,0.0,0.0,0.7
120400010262002,0.2,0.3,0.6,0.2,0.3,0.5,0.0,0.0,0.7
120400010262011,,,,,,,,,
120510100260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120510100262005,0.0,0.0,0.6,0.0,0.0,0.5,,,
120510100262008,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120510200260008,1.3,0.8,0.6,1.3,0.8,0.5,1.3,0.4,0.7
120510200261007,1.2,0.8,0.6,1.2,0.8,0.5,0.0,0.4,0.7
120510200262007,0.4,0.8,0.6,0.4,0.8,0.5,0.0,0.4,0.7
120800010260001,0.6,0.1,0.6,0.6,0.1,0.5,0.6,0.4,0.7
120800010261002,0.0,0.1,0.6,0.0,0.1,0.5,0.6,0.4,0.7
120800010262008,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.4,0.7
120800020260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120800020261002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
120800020262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130140010260001,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.0,0.7
130140010261001,0.3,0.2,0.6,0.3,0.2,0.5,0.0,0.0,0.7
130140010262002,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.0,0.7
130140030260006,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.0,0.7
130140030261001,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.0,0.7
130140030262001,0.0,0.3,0.6,0.0,0.3,0.5,,,
130140030262002,0.8,0.3,0.6,0.8,0.3,0.5,0.0,0.0,0.7
130140030262004,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.0,0.7
130140030262005,1.9,0.3,0.6,1.9,0.3,0.5,,,
130140120042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130140120042002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130140210022001,0.4,0.4,0.6,0.4,0.4,0.5,1.2,1.2,0.7
130140460022001,1.0,1.0,0.6,1.0,1.0,0.5,0.0,0.0,0.7
130140570022001,0.0,0.0,0.6,1.1,1.1,0.5,0.0,0.0,0.7
130140600022001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130140620022001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130140630022001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130140710160001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130141415022001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130141860022001,1.3,1.3,0.6,1.3,1.3,0.5,0.0,0.0,0.7
130580010032001,0.7,0.7,0.6,0.7,0.7,0.5,0.0,0.0,0.7
130580020032001,1.6,1.6,0.6,1.6,1.6,0.5,4.0,4.0,0.7
130580070042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130580100042003,0.7,0.7,0.6,0.7,0.7,0.5,0.0,0.0,0.7
130581000260002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130581000261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130581000262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130581110022004,0.0,0.2,0.6,0.0,0.2,0.5,,,
130581110022005,0.2,0.2,0.6,0.2,0.2,0.5,0.0,0.0,0.7
130581330022001,1.3,1.3,0.6,1.3,1.3,0.5,0.0,0.0,0.7
130581350021001,0.2,0.1,0.6,0.2,0.1,0.5,0.0,0.0,0.7
130581350022003,,,,,,,,,
130581350022006,0.0,0.1,0.6,0.0,0.1,0.5,,,
130581350022007,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.0,0.7
130581350022008,0.0,0.1,0.6,0.0,0.1,0.5,,0.0,0.7
130582000170001,3.7,3.7,0.6,3.7,3.7,0.5,3.8,3.8,0.7
130584010260001,0.0,0.6,0.6,0.0,0.6,0.5,0.0,0.0,0.7
130584010261001,1.0,0.6,0.6,1.0,0.6,0.5,0.0,0.0,0.7
130584010262002,0.0,0.6,0.6,0.0,0.6,0.5,0.0,0.0,0.7
130585010260001,0.0,1.2,0.6,0.0,1.2,0.5,0.0,0.0,0.7
130585010261002,1.4,1.2,0.6,1.4,1.2,0.5,0.0,0.0,0.7
130585010262002,1.5,1.2,0.6,1.5,1.2,0.5,0.0,0.0,0.7
130586000160001,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.7
130587220260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130587220262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130950010042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130950100260001,0.0,0.7,0.6,0.0,0.7,0.5,0.0,0.0,0.7
130950100262003,1.3,0.7,0.6,1.3,0.7,0.5,0.0,0.0,0.7
130950110042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130950150042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130950290032001,2.0,2.0,0.6,2.0,2.0,0.5,0.0,0.0,0.7
130950490042002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
130950990160001,1.1,1.1,0.6,1.1,1.1,0.5,1.1,1.1,0.7
150162990250001,1.8,0.9,0.6,1.8,0.8,0.5,1.8,1.1,0.7
150162990250003,0.9,0.9,0.6,0.9,0.8,0.5,0.9,1.1,0.7
150162990250006,0.9,0.9,0.6,0.9,0.8,0.5,0.9,1.1,0.7
150162990250008,12.4,0.9,0.6,12.4,0.8,0.5,12.4,1.1,0.7
150162990250011,1.5,0.9,0.6,1.5,0.8,0.5,1.5,1.1,0.7
150162990250012,5.6,0.9,0.6,5.6,0.8,0.5,5.6,1.1,0.7
150162990250013,3.8,0.9,0.6,3.5,0.8,0.5,3.8,1.1,0.7
150162990250014,,,,,,,,,
150162990250015,3.6,0.9,0.6,3.6,0.8,0.5,3.6,1.1,0.7
150162990250016,2.1,0.9,0.6,2.1,0.8,0.5,2.2,1.1,0.7
150162990250017,3.6,0.9,0.6,3.6,0.8,0.5,3.6,1.1,0.7
150162990250019,6.9,0.9,0.6,6.9,0.8,0.5,6.9,1.1,0.7
150162990250020,0.4,0.9,0.6,0.4,0.8,0.5,0.4,1.1,0.7
150162990250021,7.1,0.9,0.6,7.1,0.8,0.5,7.1,1.1,0.7
150162990250022,1.2,0.9,0.6,1.2,0.8,0.5,1.2,1.1,0.7
150162990250023,4.0,0.9,0.6,4.0,0.8,0.5,4.0,1.1,0.7
150162990250024,2.4,0.9,0.6,2.4,0.8,0.5,2.4,1.1,0.7
150162990250025,1.9,0.9,0.6,1.8,0.8,0.5,1.9,1.1,0.7
150162990250026,0.9,0.9,0.6,0.9,0.8,0.5,0.9,1.1,0.7
150162990250027,0.5,0.9,0.6,0.5,0.8,0.5,0.5,1.1,0.7
150162990250029,5.6,0.9,0.6,5.6,0.8,0.5,5.6,1.1,0.7
150162990250030,1.4,0.9,0.6,1.4,0.8,0.5,1.4,1.1,0.7
150162990250031,0.8,0.9,0.6,0.8,0.8,0.5,0.9,1.1,0.7
150162990250034,4.5,0.9,0.6,4.5,0.8,0.5,4.5,1.1,0.7
150162990250035,2.9,0.9,0.6,2.9,0.8,0.5,2.9,1.1,0.7
150162990250036,2.2,0.9,0.6,2.2,0.8,0.5,2.2,1.1,0.7
150162990250037,0.4,0.9,0.6,0.4,0.8,0.5,0.4,1.1,0.7
150162990250039,0.5,0.9,0.6,0.5,0.8,0.5,0.5,1.1,0.7
15016299025003C,0.1,0.9,0.6,0.2,0.8,0.5,0.3,1.1,0.7
150162990250041,1.3,0.9,0.6,1.3,0.8,0.5,1.3,1.1,0.7
150162990250042,2.7,0.9,0.6,2.7,0.8,0.5,2.7,1.1,0.7
150162990250043,1.2,0.9,0.6,1.2,0.8,0.5,1.5,1.1,0.7
150162990250044,0.8,0.9,0.6,0.8,0.8,0.5,0.8,1.1,0.7
150162990250046,0.7,0.9,0.6,0.7,0.8,0.5,0.7,1.1,0.7
150162990250047,2.2,0.9,0.6,2.2,0.8,0.5,2.2,1.1,0.7
150162990250048,0.6,0.9,0.6,0.6,0.8,0.5,0.6,1.1,0.7
150162990250049,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025004C,1.1,0.9,0.6,0.9,0.8,0.5,1.1,1.1,0.7
150162990250052,,,,,,,,,
150162990250053,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025005C,1.2,0.9,0.6,1.2,0.8,0.5,1.2,1.1,0.7
15016299025006C,0.4,0.9,0.6,0.3,0.8,0.5,0.4,1.1,0.7
15016299025007C,3.6,0.9,0.6,3.6,0.8,0.5,2.2,1.1,0.7
15016299025008C,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025009C,2.2,0.9,0.6,2.2,0.8,0.5,2.2,1.1,0.7
15016299025010C,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025011C,4.9,0.9,0.6,4.9,0.8,0.5,4.9,1.1,0.7
15016299025012C,1.3,0.9,0.6,1.3,0.8,0.5,1.3,1.1,0.7
15016299025013C,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025014C,7.5,0.9,0.6,7.5,0.8,0.5,7.5,1.1,0.7
15016299025015C,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025016C,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025017C,53.2,0.9,0.6,53.2,0.8,0.5,53.2,1.1,0.7
15016299025019C,,,,,,,,,
15016299025020C,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025022C,,,,,,,,,
150162990250526,2.0,0.9,0.6,2.0,0.8,0.5,2.0,1.1,0.7
150162990250531,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250533,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250534,1.3,0.9,0.6,1.3,0.8,0.5,1.3,1.1,0.7
150162990250536,1.9,0.9,0.6,1.9,0.8,0.5,1.9,1.1,0.7
150162990250537,1.0,0.9,0.6,1.0,0.8,0.5,1.0,1.1,0.7
150162990250543,1.7,0.9,0.6,1.7,0.8,0.5,1.7,1.1,0.7
150162990250545,2.9,0.9,0.6,2.9,0.8,0.5,2.9,1.1,0.7
150162990250616,8.6,0.9,0.6,8.6,0.8,0.5,8.6,1.1,0.7
150162990250617,1.1,0.9,0.6,1.1,0.8,0.5,1.1,1.1,0.7
150162990250763,3.1,0.9,0.6,3.1,0.8,0.5,3.1,1.1,0.7
150162990250764,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250766,2.3,0.9,0.6,2.3,0.8,0.5,2.3,1.1,0.7
150162990250767,1.5,0.9,0.6,1.5,0.8,0.5,1.5,1.1,0.7
150162990250772,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250779,0.4,0.9,0.6,0.0,0.8,0.5,0.4,1.1,0.7
150162990250788,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250794,0.4,0.9,0.6,0.4,0.8,0.5,0.4,1.1,0.7
150162990250795,1.7,0.9,0.6,1.7,0.8,0.5,1.7,1.1,0.7
150162990250796,0.4,0.9,0.6,0.4,0.8,0.5,0.4,1.1,0.7
150162990250798,5.1,0.9,0.6,5.1,0.8,0.5,5.1,1.1,0.7
150162990250799,1.9,0.9,0.6,1.9,0.8,0.5,1.9,1.1,0.7
150162990250803,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250806,,0.9,0.6,,0.8,0.5,,1.1,0.7
150162990250818,1.8,0.9,0.6,1.8,0.8,0.5,1.8,1.1,0.7
150162990250820,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250824,4.0,0.9,0.6,4.0,0.8,0.5,4.0,1.1,0.7
150162990250825,0.9,0.9,0.6,0.9,0.8,0.5,0.9,1.1,0.7
150162990250826,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250827,0.7,0.9,0.6,0.7,0.8,0.5,0.8,1.1,0.7
150162990250828,2.0,0.9,0.6,2.0,0.8,0.5,2.0,1.1,0.7
150162990250829,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250830,3.7,0.9,0.6,3.7,0.8,0.5,3.7,1.1,0.7
150162990250831,8.2,0.9,0.6,8.2,0.8,0.5,8.2,1.1,0.7
150162990250832,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250833,0.2,0.9,0.6,0.2,0.8,0.5,0.7,1.1,0.7
150162990250834,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250835,1.0,0.9,0.6,1.0,0.8,0.5,1.0,1.1,0.7
150162990250836,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250837,2.8,0.9,0.6,1.8,0.8,0.5,1.8,1.1,0.7
150162990250839,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250840,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250841,1.5,0.9,0.6,1.5,0.8,0.5,1.5,1.1,0.7
150162990250842,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250843,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250844,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250846,32.6,0.9,0.6,32.6,0.8,0.5,32.6,1.1,0.7
150162990250847,9.8,0.9,0.6,9.7,0.8,0.5,9.8,1.1,0.7
150162990250848,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250849,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250850,1.3,0.9,0.6,1.3,0.8,0.5,1.3,1.1,0.7
150162990250851,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250855,1.8,0.9,0.6,1.5,0.8,0.5,0.9,1.1,0.7
150162990250856,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250857,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990250859,0.4,0.9,0.6,0.4,0.8,0.5,0.4,1.1,0.7
150162990250860,1.9,0.9,0.6,1.9,0.8,0.5,1.9,1.1,0.7
150162990250861,,,,,,,,,
150162990250862,5.8,0.9,0.6,5.8,0.8,0.5,5.8,1.1,0.7
15016299025201C,0.2,0.9,0.6,0.1,0.8,0.5,0.2,1.1,0.7
15016299025203C,2.8,0.9,0.6,2.7,0.8,0.5,5.6,1.1,0.7
150162990252046,3.8,0.9,0.6,3.8,0.8,0.5,0.0,1.1,0.7
150162990252048,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025204C,1.4,0.9,0.6,1.3,0.8,0.5,1.0,1.1,0.7
150162990252051,0.5,0.9,0.6,0.5,0.8,0.5,0.0,1.1,0.7
150162990252052,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252053,0.7,0.9,0.6,0.4,0.8,0.5,0.0,1.1,0.7
150162990252054,0.7,0.9,0.6,0.7,0.8,0.5,0.0,1.1,0.7
150162990252058,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252059,0.2,0.9,0.6,0.2,0.8,0.5,0.0,1.1,0.7
15016299025205C,0.1,0.9,0.6,0.1,0.8,0.5,0.2,1.1,0.7
150162990252061,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252062,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252063,0.6,0.9,0.6,0.6,0.8,0.5,0.0,1.1,0.7
150162990252066,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252067,0.2,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252068,0.3,0.9,0.6,0.3,0.8,0.5,0.0,1.1,0.7
150162990252069,0.0,0.9,0.6,0.0,0.8,0.5,0.9,1.1,0.7
15016299025206C,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252070,0.2,0.9,0.6,0.2,0.8,0.5,0.0,1.1,0.7
150162990252072,0.0,0.9,0.6,0.3,0.8,0.5,0.8,1.1,0.7
150162990252078,0.1,0.9,0.6,0.1,0.8,0.5,0.8,1.1,0.7
150162990252079,2.7,0.9,0.6,3.6,0.8,0.5,0.0,1.1,0.7
150162990252080,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252081,0.8,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252082,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252083,0.0,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
150162990252086,2.4,0.9,0.6,2.4,0.8,0.5,0.9,1.1,0.7
150162990252087,0.6,0.9,0.6,0.8,0.8,0.5,0.6,1.1,0.7
150162990252088,0.9,0.9,0.6,0.9,0.8,0.5,0.0,1.1,0.7
150162990252089,0.2,0.9,0.6,0.0,0.8,0.5,0.0,1.1,0.7
15016299025208C,0.2,0.9,0.6,0.2,0.8,0.5,0.5,1.1,0.7
150162990252090,1.2,0.9,0.6,0.8,0.8,0.5,1.4,1.1,0.7
150162990252092,1.7,0.9,0.6,1.9,0.8,0.5,0.7,1.1,0.7
