schid,nttkreadsch,nttkreaddist,nttkreadstate,nttkmathschool,nttkmathdist,nttkmathstate,nttkscischool,nttkscidist,nttkscistate
190220860170001,0.6,0.8,0.6,0.6,0.8,0.5,0.6,0.8,0.7
190220860170002,1.2,0.8,0.6,1.2,0.8,0.5,1.2,0.8,0.7
190220870170001,0.2,0.1,0.6,0.2,0.1,0.5,0.2,0.1,0.7
190220870170002,0.2,0.1,0.6,0.2,0.1,0.5,0.2,0.1,0.7
190220870170003,0.2,0.1,0.6,0.2,0.1,0.5,0.2,0.1,0.7
190220870170004,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190220880160001,0.4,0.5,0.6,0.4,0.4,0.5,0.4,0.5,0.7
190220880160002,0.6,0.5,0.6,0.4,0.4,0.5,0.6,0.5,0.7
190220890041003,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
190220890042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
190220890042002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
190220890042004,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
190220890042006,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
190220930041004,0.2,0.1,0.6,0.2,0.1,0.5,0.0,0.1,0.7
190220930042001,0.5,0.1,0.6,0.5,0.1,0.5,0.0,0.1,0.7
190220930042004,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190220930042006,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190220930042007,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190220930042009,0.2,0.1,0.6,0.2,0.1,0.5,0.5,0.1,0.7
190220930042010,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190220930042011,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190220940160001,0.4,0.4,0.6,0.4,0.4,0.5,0.4,0.4,0.7
190220990160001,1.0,0.5,0.6,1.0,0.5,0.5,1.0,0.5,0.7
190220990160002,0.1,0.5,0.6,0.1,0.5,0.5,0.1,0.5,0.7
190221000160001,0.2,0.2,0.6,0.2,0.2,0.5,0.2,0.2,0.7
190221080160001,0.7,0.7,0.6,0.7,0.7,0.5,0.6,0.6,0.7
190221800041001,1.7,1.2,0.6,1.4,1.0,0.5,2.5,1.4,0.7
190221800042002,0.0,1.2,0.6,0.0,1.0,0.5,0.0,1.4,0.7
190221810041002,0.1,0.1,0.6,0.1,0.2,0.5,0.0,0.2,0.7
190221810041003,0.3,0.1,0.6,0.3,0.2,0.5,0.5,0.2,0.7
190221810042001,0.0,0.1,0.6,0.0,0.2,0.5,0.0,0.2,0.7
190221810042003,0.0,0.1,0.6,0.0,0.2,0.5,0.0,0.2,0.7
190221810042004,0.0,0.1,0.6,0.0,0.2,0.5,0.0,0.2,0.7
190221810042006,0.0,0.1,0.6,0.0,0.2,0.5,0.0,0.2,0.7
190221810042007,0.0,0.1,0.6,0.0,0.2,0.5,0.0,0.2,0.7
190221810042008,0.5,0.1,0.6,1.0,0.2,0.5,1.5,0.2,0.7
190221810042009,0.0,0.1,0.6,0.0,0.2,0.5,0.0,0.2,0.7
190222000260020,0.0,0.4,0.6,0.0,0.3,0.5,0.0,1.0,0.7
190222000260021,0.2,0.4,0.6,0.2,0.3,0.5,0.2,1.0,0.7
190222000261001,0.8,0.4,0.6,0.8,0.3,0.5,1.4,1.0,0.7
190222000261017,0.4,0.4,0.6,0.4,0.3,0.5,3.4,1.0,0.7
190222000261018,0.1,0.4,0.6,0.4,0.3,0.5,1.3,1.0,0.7
190222000261020,0.5,0.4,0.6,0.5,0.3,0.5,1.1,1.0,0.7
190222000262001,0.0,0.4,0.6,0.0,0.3,0.5,0.0,1.0,0.7
190222000262002,0.0,0.4,0.6,0.0,0.3,0.5,0.0,1.0,0.7
190222000262006,1.1,0.4,0.6,0.4,0.3,0.5,1.1,1.0,0.7
190222000262007,1.0,0.4,0.6,0.0,0.3,0.5,2.9,1.0,0.7
190222000262008,0.0,0.4,0.6,0.0,0.3,0.5,0.0,1.0,0.7
190222000262009,0.0,0.4,0.6,0.0,0.3,0.5,4.2,1.0,0.7
190222000262010,1.0,0.4,0.6,0.3,0.3,0.5,2.0,1.0,0.7
190222000262011,1.1,0.4,0.6,0.5,0.3,0.5,0.0,1.0,0.7
190222000262012,0.0,0.4,0.6,0.0,0.3,0.5,2.6,1.0,0.7
190222000262013,0.0,0.4,0.6,0.0,0.3,0.5,1.7,1.0,0.7
190222000262014,0.0,0.4,0.6,0.0,0.3,0.5,0.0,1.0,0.7
190222000262016,0.4,0.4,0.6,0.4,0.3,0.5,0.0,1.0,0.7
190222000262018,0.0,0.4,0.6,0.0,0.3,0.5,1.2,1.0,0.7
190222010260001,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.4,0.7
190222010261004,0.6,0.4,0.6,0.6,0.4,0.5,0.0,0.4,0.7
190222010262001,0.5,0.4,0.6,0.5,0.4,0.5,1.8,0.4,0.7
190222010262002,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.4,0.7
190222020260001,0.8,0.5,0.6,0.8,0.5,0.5,0.8,1.1,0.7
190222020261002,0.6,0.5,0.6,0.6,0.5,0.5,2.3,1.1,0.7
190222020262004,0.3,0.5,0.6,0.3,0.5,0.5,0.0,1.1,0.7
190222020262005,,,,,,,,,
190222030260001,0.1,0.1,0.6,0.1,0.1,0.5,0.1,0.1,0.7
190222030260013,0.2,0.1,0.6,0.2,0.1,0.5,0.2,0.1,0.7
190222030261009,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030261010,0.0,0.1,0.6,0.0,0.1,0.5,0.4,0.1,0.7
190222030261011,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030261012,0.1,0.1,0.6,0.1,0.1,0.5,0.0,0.1,0.7
190222030261013,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262002,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262003,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262004,0.5,0.1,0.6,0.3,0.1,0.5,0.7,0.1,0.7
190222030262005,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262006,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262007,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262008,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262012,0.0,0.1,0.6,0.3,0.1,0.5,0.0,0.1,0.7
190222030262013,0.4,0.1,0.6,0.3,0.1,0.5,1.1,0.1,0.7
190222030262014,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262015,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262016,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222030262017,0.0,0.1,0.6,0.4,0.1,0.5,0.0,0.1,0.7
190222030262018,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.1,0.7
190222040260001,0.2,0.1,0.6,0.2,0.0,0.5,0.2,0.1,0.7
190222040260002,0.2,0.1,0.6,0.2,0.0,0.5,0.2,0.1,0.7
190222040260005,0.2,0.1,0.6,0.0,0.0,0.5,0.2,0.1,0.7
190222040261001,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040261002,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040261003,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040261004,0.1,0.1,0.6,0.1,0.0,0.5,0.2,0.1,0.7
190222040261005,0.1,0.1,0.6,0.1,0.0,0.5,0.0,0.1,0.7
190222040261006,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040261007,0.2,0.1,0.6,0.1,0.0,0.5,0.6,0.1,0.7
190222040262002,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262005,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262006,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262007,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262008,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262009,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262010,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262012,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262013,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262015,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262016,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262017,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262018,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262019,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262020,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262021,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262022,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262023,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262024,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262025,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222040262026,0.0,0.1,0.6,0.0,0.0,0.5,0.0,0.1,0.7
190222050260003,0.3,0.1,0.6,0.3,0.1,0.5,0.3,0.2,0.7
190222050261001,0.1,0.1,0.6,0.1,0.1,0.5,0.5,0.2,0.7
190222050261002,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
190222050261012,0.1,0.1,0.6,0.1,0.1,0.5,0.5,0.2,0.7
190222050262002,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
190222050262003,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
190222050262004,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
190222050262005,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
190222050262006,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
190222050262007,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
190222050262008,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
190222050262009,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.2,0.7
200240010260005,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.4,0.7
200240010262001,0.7,0.4,0.6,0.7,0.4,0.5,0.9,0.4,0.7
200240010262004,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.4,0.7
200300070260001,0.0,0.5,0.6,0.0,0.5,0.5,0.0,0.6,0.7
200300070261001,0.4,0.5,0.6,0.4,0.5,0.5,0.0,0.6,0.7
200300070262001,0.8,0.5,0.6,0.8,0.5,0.5,1.6,0.6,0.7
200350010260003,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.7,0.7
200350010261001,0.7,0.3,0.6,0.7,0.3,0.5,0.0,0.7,0.7
200350010262001,0.0,0.3,0.6,0.0,0.3,0.5,2.5,0.7,0.7
200760010260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200760010262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200830010260001,3.6,0.4,0.6,3.6,0.4,0.5,3.6,1.1,0.7
200830010261001,0.0,0.4,0.6,0.0,0.4,0.5,0.0,1.1,0.7
200830010262002,0.0,0.4,0.6,0.0,0.4,0.5,0.0,1.1,0.7
200830020260001,3.3,1.8,0.6,3.3,1.8,0.5,3.3,1.1,0.7
200830020262002,1.6,1.8,0.6,1.6,1.8,0.5,0.0,1.1,0.7
200830030260001,0.7,1.5,0.6,0.7,1.5,0.5,0.7,2.2,0.7
200830030261002,2.9,1.5,0.6,2.9,1.5,0.5,5.9,2.2,0.7
200830030262009,0.4,1.5,0.6,0.4,1.5,0.5,0.0,2.2,0.7
200830030262010,,,,,,,,,
200830040260001,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.4,0.7
200830040261002,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.4,0.7
200830040262004,0.4,0.2,0.6,0.4,0.2,0.5,1.0,0.4,0.7
200930170242001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200933480260001,1.7,0.3,0.6,1.7,0.3,0.5,1.7,0.6,0.7
200933480261003,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.6,0.7
200933480262003,,,,,,,,,
200933480262005,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.6,0.7
200960060042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200960140042001,1.4,1.4,0.6,1.4,1.4,0.5,0.0,0.0,0.7
200960170042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200961000260001,0.0,0.7,0.6,0.0,0.7,0.5,0.0,0.0,0.7
200961000262005,0.8,0.7,0.6,0.8,0.7,0.5,0.0,0.0,0.7
200961120042001,0.3,0.3,0.6,0.3,0.3,0.5,0.0,0.0,0.7
200961120042002,0.0,0.3,0.6,0.0,0.3,0.5,,,
200962000260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200962000261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200962000262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200962000262003,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
200962250160001,4.8,4.8,0.6,4.8,4.8,0.5,3.8,3.8,0.7
200970010260003,1.3,0.6,0.6,1.3,0.6,0.5,1.9,1.4,0.7
200970010262002,0.0,0.6,0.6,0.0,0.6,0.5,0.0,1.4,0.7
200970030260001,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.7,0.7
200970030262002,0.4,0.3,0.6,0.4,0.3,0.5,1.3,0.7,0.7
200970030262003,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.7,0.7
200970050260001,4.4,1.0,0.6,4.4,1.0,0.5,4.4,1.4,0.7
200970050261007,0.5,1.0,0.6,0.5,1.0,0.5,0.0,1.4,0.7
200970050262005,0.0,1.0,0.6,0.0,1.0,0.5,,,
200970050262006,,,,,,,,,
200970050262007,0.7,1.0,0.6,0.7,1.0,0.5,0.0,1.4,0.7
210280470041002,0.2,0.1,0.6,0.2,0.1,0.5,0.9,0.4,0.7
210280470042001,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.4,0.7
210280910042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
210280990260001,1.9,0.2,0.6,1.9,0.2,0.5,1.9,0.6,0.7
210280990261001,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.6,0.7
210280990262001,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.6,0.7
210281030130001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
210281150042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
210281680260001,1.4,0.2,0.6,1.4,0.2,0.5,1.4,0.5,0.7
210281680261002,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.5,0.7
210281680262003,,,,,,,,,
210281680262004,0.0,0.2,0.6,0.0,0.2,0.5,0.0,0.5,0.7
210281740260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
210281740262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
210281880260001,0.0,1.2,0.6,0.0,1.2,0.5,0.0,3.7,0.7
210281880261001,1.3,1.2,0.6,1.3,1.2,0.5,6.4,3.7,0.7
210281880262003,1.4,1.2,0.6,1.4,1.2,0.5,4.2,3.7,0.7
210281960260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
210281960261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
210281960262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
211000010260001,0.0,0.5,0.6,0.0,0.5,0.5,0.0,0.4,0.7
211000010262002,0.7,0.5,0.6,0.7,0.5,0.5,0.8,0.4,0.7
211000010262003,0.0,0.5,0.6,0.0,0.5,0.5,0.0,0.4,0.7
211000010262004,0.0,0.5,0.6,0.0,0.5,0.5,0.0,0.4,0.7
211000020260001,0.4,0.3,0.6,0.4,0.4,0.5,0.4,0.5,0.7
211000020261002,0.4,0.3,0.6,0.4,0.4,0.5,0.0,0.5,0.7
211000020262003,0.0,0.3,0.6,0.0,0.4,0.5,0.0,0.5,0.7
211000020262004,0.7,0.3,0.6,0.7,0.4,0.5,0.0,0.5,0.7
211000020262005,0.0,0.3,0.6,0.4,0.4,0.5,1.1,0.5,0.7
211000020262007,0.0,0.3,0.6,0.0,0.4,0.5,0.0,0.5,0.7
211000020262010,0.4,0.3,0.6,0.4,0.4,0.5,2.1,0.5,0.7
211000030260001,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.9,0.7
211000030262001,0.4,0.4,0.6,0.4,0.4,0.5,1.3,0.9,0.7
211000040260001,0.0,0.6,0.6,0.0,0.6,0.5,0.0,0.6,0.7
211000040261001,1.1,0.6,0.6,1.1,0.6,0.5,1.0,0.6,0.7
211000040262008,,0.6,0.6,,0.6,0.5,,0.6,0.7
211000040262010,0.2,0.6,0.6,0.2,0.6,0.5,0.6,0.6,0.7
211000050260001,2.4,2.1,0.6,2.4,2.1,0.5,2.4,2.8,0.7
211000050261001,2.5,2.1,0.6,2.5,2.1,0.5,3.6,2.8,0.7
211000050262001,1.6,2.1,0.6,1.6,2.1,0.5,,,
211000050262006,1.9,2.1,0.6,1.9,2.1,0.5,2.2,2.8,0.7
220290010260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290010261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290010262001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290020260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290020261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290020262006,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290030260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290030261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290030262003,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290040260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290040261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290040262005,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290660250001,1.0,0.3,0.6,1.0,0.4,0.5,1.0,0.3,0.7
220290660251002,0.3,0.3,0.6,0.3,0.4,0.5,0.0,0.3,0.7
220290660252003,0.0,0.3,0.6,0.8,0.4,0.5,0.0,0.3,0.7
220290660252008,0.0,0.3,0.6,0.0,0.4,0.5,0.0,0.3,0.7
220290660252009,0.0,0.3,0.6,0.0,0.4,0.5,0.0,0.3,0.7
220290970260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290970262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220290970262003,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220850050260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220850050261002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
220850050262001,,,,,,,,,
220850050262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
240320010260001,2.0,0.4,0.6,2.0,0.4,0.5,2.0,0.8,0.7
240320010261002,0.4,0.4,0.6,0.4,0.4,0.5,0.6,0.8,0.7
240320010262003,0.0,0.4,0.6,0.0,0.4,0.5,,,
240320010262004,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.8,0.7
240320010262005,,,,,,,,,
24032002C021002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
24032002C022001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
24032024C042001,1.6,1.6,0.6,1.6,1.6,0.5,0.0,0.0,0.7
240320540021006,0.5,1.2,0.6,0.3,1.1,0.5,0.0,0.4,0.7
240320540022004,1.9,1.2,0.6,1.9,1.1,0.5,0.9,0.4,0.7
24032060C042001,0.4,0.4,0.6,0.4,0.4,0.5,0.0,0.0,0.7
24032072C042001,2.0,2.0,0.6,2.0,2.0,0.5,4.3,4.3,0.7
240320730170001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
240320740032001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
240320750022001,0.9,0.9,0.6,0.9,0.9,0.5,0.0,0.0,0.7
240321010160001,1.2,1.2,0.6,1.2,1.2,0.5,1.2,1.2,0.7
240321110160001,0.3,0.3,0.6,0.3,0.3,0.5,0.3,0.3,0.7
240322010041002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.1,0.7
240322010042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.1,0.7
240322010042002,0.0,0.0,0.6,0.0,0.0,0.5,,0.1,0.7
240322010042003,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.1,0.7
240322010042004,0.4,0.0,0.6,0.4,0.0,0.5,0.8,0.1,0.7
240322010042005,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.1,0.7
240322010042006,,,,,,,,,
240470180160001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
240470660041001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
240470660042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
240470880260001,0.7,0.3,0.6,0.7,0.3,0.5,0.7,0.2,0.7
240470880261001,0.3,0.3,0.6,0.3,0.3,0.5,0.0,0.2,0.7
240470880262002,,,,,,,,,
240470880262003,0.0,0.3,0.6,0.0,0.3,0.5,,,
240470880262004,0.2,0.3,0.6,0.2,0.3,0.5,0.0,0.2,0.7
240470900042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
240471150260001,1.5,0.3,0.6,1.5,0.4,0.5,1.5,0.5,0.7
240471150261001,0.2,0.3,0.6,0.5,0.4,0.5,0.0,0.5,0.7
240471150262002,0.0,0.3,0.6,0.0,0.4,0.5,,,
240471150262003,0.0,0.3,0.6,0.0,0.4,0.5,,,
240471150262004,0.0,0.3,0.6,0.0,0.4,0.5,,,
240471150262005,0.0,0.3,0.6,0.0,0.4,0.5,0.5,0.5,0.7
240471150262007,0.0,0.3,0.6,0.0,0.4,0.5,0.0,0.5,0.7
240471150262008,0.0,0.3,0.6,0.0,0.4,0.5,0.0,0.5,0.7
240471150262009,0.3,0.3,0.6,0.6,0.4,0.5,0.0,0.5,0.7
240473080260001,0.7,0.1,0.6,0.7,0.1,0.5,0.9,0.3,0.7
240473080260002,0.4,0.1,0.6,0.2,0.1,0.5,0.4,0.3,0.7
240473080261002,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080261003,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080261004,0.0,0.1,0.6,0.2,0.1,0.5,0.0,0.3,0.7
240473080261005,0.0,0.1,0.6,0.0,0.1,0.5,0.8,0.3,0.7
240473080261006,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262003,,,,,,,,,
240473080262004,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262005,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262006,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262007,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262008,0.3,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262009,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262010,0.4,0.1,0.6,0.0,0.1,0.5,1.2,0.3,0.7
240473080262011,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262012,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262013,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262014,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262015,0.0,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
240473080262016,0.6,0.1,0.6,0.0,0.1,0.5,0.0,0.3,0.7
250330100260002,1.4,0.6,0.6,1.4,0.6,0.5,1.6,1.0,0.7
250330100262002,0.0,0.6,0.6,0.0,0.6,0.5,0.0,1.0,0.7
250330100262004,0.0,0.6,0.6,0.0,0.6,0.5,0.0,1.0,0.7
250410010260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250410010262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250410020042001,3.5,3.5,0.6,3.5,3.5,0.5,6.7,6.7,0.7
250410030042001,1.1,1.1,0.6,1.1,1.1,0.5,1.4,1.4,0.7
250410040042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250410050042002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250410060042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250410070042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250410080042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250410120042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250410790022001,0.6,0.6,0.6,0.6,0.6,0.5,1.9,1.9,0.7
250410800021001,0.4,0.3,0.6,0.4,0.3,0.5,0.0,0.0,0.7
250410800022002,0.0,0.3,0.6,0.0,0.3,0.5,0.0,0.0,0.7
250410800022008,0.7,0.3,0.6,0.7,0.3,0.5,,,
250410820022001,1.0,1.0,0.6,1.0,1.0,0.5,0.0,0.0,0.7
250410990042001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
250411140042001,3.4,3.4,0.6,3.4,3.4,0.5,4.9,4.9,0.7
250412010170001,2.0,2.0,0.6,2.0,2.0,0.5,1.3,1.3,0.7
250412040170001,2.9,2.9,0.6,2.9,2.9,0.5,2.9,2.9,0.7
250412050160001,2.6,2.6,0.6,2.6,2.6,0.5,2.6,2.6,0.7
260343070160001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
260343160260001,4.0,1.9,0.6,4.0,1.9,0.5,4.0,2.6,0.7
260343160262003,0.9,1.9,0.6,0.9,1.9,0.5,0.0,2.6,0.7
260343170041006,0.6,0.4,0.6,0.6,0.4,0.5,0.0,0.0,0.7
260343170042005,0.0,0.4,0.6,0.0,0.4,0.5,0.0,0.0,0.7
260343250261001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
260343250262002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
260343270042002,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
260343280240001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
260343280242004,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
260343370260001,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.7
