schid,grades2015,percmin2015,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state
150162990250839,9 10 11 12,100.0,149,"397,833",98.7,14.6,18.2,20.5
150162990250840,9 10 11 12,100.0,158,"397,833",98.1,14.0,18.2,20.5
150162990250841,9 10 11 12,100.0,409,"397,833",98.5,14.4,18.2,20.5
150162990250843,9 10 11 12,100.0,360,"397,833",95.8,15.0,18.2,20.5
150162990250844,9 10 11 12,100.0,251,"397,833",98.4,15.4,18.2,20.5
150162990250846,11 12,100.0,125,"397,833",80.0,13.7,18.2,20.5
150162990250847,9 10 11 12,99.5,763,"397,833",95.8,14.8,18.2,20.5
150162990250848,9 10 11 12,89.2,370,"397,833",88.1,18.5,18.2,20.5
150162990250849,9 10 11 12,90.2,264,"397,833",81.8,18.0,18.2,20.5
150162990250850,9 10 11 12,97.3,376,"397,833",93.6,16.2,18.2,20.5
150162990250851,9 10 11 12,84.5,576,"397,833",56.8,20.5,18.2,20.5
150162990250855,6 7 8 9 10 11 12,72.0,737,"397,833",51.0,18.5,18.2,20.5
150162990250856,9 10 11 12,99.7,290,"397,833",95.9,17.7,18.2,20.5
150162990250857,9 10 11 12,97.5,"1,078","397,833",84.0,20.9,18.2,20.5
150162990250859,8 9 10 11 12,98.7,"1,112","397,833",97.1,17.0,18.2,20.5
150162990250860,9 10 11,99.9,687,"397,833",88.8,16.2,18.2,20.5
150162990250861,9 10 11,99.2,643,"397,833",88.0,,18.2,20.5
150162990250862,9 10 11 12,99.2,370,"397,833",94.6,13.9,18.2,20.5
15016299025201C,K 1 2 3 4 5 6 7 8 9 10 11 12,96.2,"8,347","397,833",89.1,17.7,18.2,20.5
15016299025203C,K 1 2 3 4 5 6 7 8 11 12,100.0,706,"397,833",96.9,15.0,18.2,20.5
150162990252046,PK K 1 2 3 4 5 6 7 8,100.0,340,"397,833",99.1,,18.2,20.5
150162990252048,PK K 1 2 3 4 5 6 7 8,100.0,320,"397,833",95.9,,18.2,20.5
15016299025204C,PK K 1 2 3 4 5 6 7 8 9 10 11 12,99.3,"1,913","397,833",84.2,17.8,18.2,20.5
150162990252051,PK K 1 2 3 4 5 6 7 8,97.7,878,"397,833",90.8,,18.2,20.5
150162990252052,PK K 1 2 3 4 5 6 7 8,65.3,478,"397,833",49.4,,18.2,20.5
150162990252053,PK K 1 2 3 4 5 6 7 8,36.0,566,"397,833",17.8,,18.2,20.5
150162990252054,PK K 1 2 3 4 5 6 7 8,100.0,213,"397,833",96.2,,18.2,20.5
150162990252058,PK K 1 2 3 4 5 6 7 8,90.9,307,"397,833",96.1,,18.2,20.5
150162990252059,PK K 1 2 3 4 5 6 7 8,92.0,"1,467","397,833",93.3,,18.2,20.5
15016299025205C,K 1 2 3 4 5 6 7 8 9 10 11 12,99.2,"7,923","397,833",97.1,17.5,18.2,20.5
150162990252061,2 3 4 5 6 7 8,100.0,133,"397,833",99.2,,18.2,20.5
150162990252062,PK K 1 2 3 4 5 6 7 8,38.7,579,"397,833",26.6,,18.2,20.5
150162990252063,PK K 1 2 3 4 5 6 7 8,99.7,344,"397,833",94.8,,18.2,20.5
150162990252066,PK K 1 2 3 4 5 6 7 8,99.7,303,"397,833",83.8,,18.2,20.5
150162990252067,PK K 1 2 3 4 5 6,98.6,842,"397,833",97.4,,18.2,20.5
150162990252068,PK K 1 2 3 4 5 6 7 8,99.6,523,"397,833",92.7,,18.2,20.5
150162990252069,PK K 1 2 3 4 5 6 7 8,100.0,521,"397,833",98.7,,18.2,20.5
15016299025206C,PK K 1 2 3 4 5 6 7 8,100.0,579,"397,833",94.6,,18.2,20.5
150162990252070,PK K 1 2 3 4 5 6 7 8,91.1,"1,013","397,833",90.9,,18.2,20.5
150162990252072,PK K 1 2 3 4 5 6 7 8,100.0,560,"397,833",98.8,,18.2,20.5
150162990252078,PK K 1 2 3 4 5 6 7 8,59.5,"1,129","397,833",56.1,,18.2,20.5
150162990252079,PK K 1 2 3 4 5 6 7 8,99.5,378,"397,833",97.6,,18.2,20.5
150162990252080,PK K 1 2 3 4 5 6 7 8,99.8,500,"397,833",94.6,,18.2,20.5
150162990252081,PK K 1 2 3 4 5 6 7 8,61.9,628,"397,833",73.2,,18.2,20.5
150162990252082,K 1 2 3 4 5 6 7 8,35.1,989,"397,833",17.3,,18.2,20.5
150162990252083,PK K 1 2 3 4 5 6 7 8,99.7,382,"397,833",97.1,,18.2,20.5
150162990252086,K 1 2 3 4 5 6 7 8,100.0,467,"397,833",88.2,,18.2,20.5
150162990252087,PK K 1 2 3 4 5 6 7 8,41.8,895,"397,833",22.0,,18.2,20.5
150162990252088,PK K 1 2 3 4 5 6 7 8,99.7,335,"397,833",99.4,,18.2,20.5
150162990252089,PK K 1 2 3 4 5 6 7 8,77.3,825,"397,833",93.6,,18.2,20.5
15016299025208C,PK K 1 2 3 4 5 6 7 8 9 10 11 12,99.9,"3,031","397,833",95.7,,18.2,20.5
150162990252090,PK K 1 2 3 4 5 6 7 8,99.6,740,"397,833",99.2,,18.2,20.5
150162990252092,PK K 1 2 3 4 5 6 7 8,99.7,602,"397,833",98.3,,18.2,20.5
150162990252093,PK K 1 2 3 4 5 6 7 8,98.1,475,"397,833",95.8,,18.2,20.5
150162990252094,PK K 1 2 3 4 5 6 7 8,93.9,423,"397,833",89.8,,18.2,20.5
150162990252095,PK K 1 2 3 4 5 6 7 8,53.2,"1,070","397,833",78.8,,18.2,20.5
150162990252096,PK K 1 2 3 4 5 6 7 8,98.9,281,"397,833",98.9,,18.2,20.5
150162990252097,PK K 1 2 3 4 5 6 7 8,99.1,222,"397,833",98.6,,18.2,20.5
150162990252098,PK K 1 2 3 4 5 6,100.0,255,"397,833",100.0,,18.2,20.5
150162990252100,PK K 1 2 3 4 5 6 7 8,100.0,669,"397,833",99.1,,18.2,20.5
150162990252101,PK K 1 2 3 4 5 6 7 8,71.7,861,"397,833",88.3,,18.2,20.5
150162990252102,PK K 1 2 3 4 5 6 7 8,98.2,971,"397,833",97.1,,18.2,20.5
150162990252103,PK K 1 2 3 4 5 6 7 8,99.3,453,"397,833",96.9,,18.2,20.5
150162990252104,PK K 1 2 3 4 5 6 7 8,41.4,517,"397,833",23.0,,18.2,20.5
150162990252105,PK K 1 2 3 4 5 6 7 8,99.8,570,"397,833",96.1,,18.2,20.5
150162990252106,4 5 6 7 8,99.8,584,"397,833",99.0,,18.2,20.5
150162990252107,PK K 1 2 3 4 5 6 7 8,100.0,564,"397,833",89.0,,18.2,20.5
150162990252108,PK K 1 2 3 4 5 6 7 8,63.6,398,"397,833",53.3,,18.2,20.5
150162990252109,PK K 1 2 3 4 5 6 7 8,96.7,482,"397,833",96.3,,18.2,20.5
150162990252110,PK K 1 2 3 4 5 6 7 8,99.8,629,"397,833",98.9,,18.2,20.5
150162990252112,K 1 2 3 4 5 6 7 8,59.6,628,"397,833",64.0,,18.2,20.5
150162990252113,PK K 1 2 3 4 5 6 7 8,100.0,301,"397,833",93.7,,18.2,20.5
150162990252118,PK K 1 2 3 4 5 6 7 8,98.5,869,"397,833",99.3,,18.2,20.5
150162990252119,PK K 1 2 3 4 5 6 7 8,44.6,801,"397,833",58.2,,18.2,20.5
150162990252120,PK K 1 2 3 4 5 6 7 8,99.0,616,"397,833",87.5,,18.2,20.5
150162990252122,PK K 1 2 3 4 5 6 7 8,100.0,505,"397,833",91.1,,18.2,20.5
150162990252123,PK K 1 2 3 4 5 6 7 8,100.0,446,"397,833",98.9,,18.2,20.5
150162990252126,K 1 2 3 4 5 6 7 8,24.5,396,"397,833",30.1,,18.2,20.5
150162990252127,PK K 1 2 3 4 5 6 7 8,100.0,383,"397,833",98.7,,18.2,20.5
150162990252128,PK K 1 2 3 4 5 6 7 8,100.0,360,"397,833",99.4,,18.2,20.5
150162990252129,PK K 1 2 3 4 5 6 7 8,85.2,540,"397,833",85.0,,18.2,20.5
150162990252130,PK K 1 2 3 4 5 6 7 8,97.4,462,"397,833",97.8,,18.2,20.5
150162990252132,PK K 1 2 3 4 5 6 7 8,89.5,580,"397,833",96.7,,18.2,20.5
150162990252133,PK K 1 2 3 4 5 6 7 8,94.3,644,"397,833",92.7,,18.2,20.5
150162990252134,PK K 1 2 3 4 5 6 7 8,83.8,"1,134","397,833",90.2,,18.2,20.5
150162990252135,K 1 2 3 4 5 6 7 8,70.7,543,"397,833",55.6,,18.2,20.5
150162990252136,PK K 1 2 3 4 5 6 7 8,99.8,547,"397,833",97.8,,18.2,20.5
150162990252138,PK K 1 2 3 4 5 6 7 8,39.4,287,"397,833",82.9,,18.2,20.5
150162990252139,PK K 1 2 3 4 5 6 7 8,100.0,394,"397,833",97.5,,18.2,20.5
150162990252141,K 1 2 3 4 5 6 7 8,38.4,797,"397,833",28.4,,18.2,20.5
150162990252142,PK K 1 2 3 4 5,98.9,563,"397,833",98.0,,18.2,20.5
150162990252145,PK K 1 2 3 4 5 6 7 8,99.2,595,"397,833",97.3,,18.2,20.5
150162990252147,PK K 1 2 3 4 5 6 7 8,100.0,307,"397,833",97.7,,18.2,20.5
150162990252148,PK K 1 2 3 4 5 6 7 8,96.1,563,"397,833",94.8,,18.2,20.5
150162990252149,PK K 1 2 3 4 5 6 7 8,97.7,913,"397,833",98.5,,18.2,20.5
15016299025214C,PK K 1 2 3 4 5 6 7 8,93.2,453,"397,833",74.4,,18.2,20.5
150162990252150,PK K 1 2 3 4 5 6 7 8,98.5,"1,041","397,833",97.3,,18.2,20.5
150162990252153,PK K 1 2 3 4 5 6 7 8,99.3,601,"397,833",97.3,,18.2,20.5
150162990252154,PK K 1 2 3 4 5 6 7 8,99.8,423,"397,833",99.1,,18.2,20.5
150162990252155,PK K 1 2 3 4 5 6 7 8,94.2,514,"397,833",96.3,,18.2,20.5
150162990252158,PK K 1 2 3 4 5 6 7 8,53.8,847,"397,833",66.4,,18.2,20.5
150162990252159,PK K 1 2 3 4 5 6 7 8,100.0,366,"397,833",99.2,,18.2,20.5
15016299025215C,1 2 3 4 5 6 7 8,99.7,724,"397,833",96.1,,18.2,20.5
150162990252160,PK K 1 2 3 4 5 6 7 8,76.7,"1,650","397,833",65.8,,18.2,20.5
150162990252161,PK K 1 2 3 4 5 6 7 8,100.0,646,"397,833",90.6,,18.2,20.5
150162990252167,PK K 1 2 3 4 5 6 7 8,66.2,671,"397,833",60.5,,18.2,20.5
150162990252169,PK K 1 2 3 4 5 6 7 8,98.6,440,"397,833",95.9,,18.2,20.5
150162990252172,PK K 1 2 3 4 5 6 7 8,60.1,343,"397,833",35.6,,18.2,20.5
150162990252173,PK K 1 2 3 4 5 6 7 8,99.0,210,"397,833",98.1,,18.2,20.5
150162990252175,PK K 1 2 3 4 5 6 7 8,99.5,784,"397,833",99.6,,18.2,20.5
150162990252177,PK K 1 2 3 4 5 6 7 8,100.0,248,"397,833",94.8,,18.2,20.5
150162990252179,PK K 1 2 3 4 5 6 7 8,99.6,475,"397,833",99.8,,18.2,20.5
15016299025217C,6 7 8 9 10 11 12,96.0,606,"397,833",94.2,18.5,18.2,20.5
150162990252180,PK K 1 2 3 4 5 6 7 8,100.0,513,"397,833",99.2,,18.2,20.5
150162990252181,PK K 1 2 3 4 5 6 7 8,98.2,"1,565","397,833",98.4,,18.2,20.5
150162990252182,K 1 2 3 4 5 6 7 8,25.7,715,"397,833",21.1,,18.2,20.5
150162990252183,K 1 2 3 4 5 6 7 8,33.3,513,"397,833",17.3,,18.2,20.5
150162990252184,K 1 2 3 4 5 6 7 8,45.8,277,"397,833",16.6,,18.2,20.5
150162990252185,PK K 1 2 3 4 5 6 7 8,97.5,"1,455","397,833",97.0,,18.2,20.5
150162990252187,PK K 1 2 3 4 5 6 7 8,99.4,705,"397,833",98.6,,18.2,20.5
15016299025218C,K 1 2 3 4 5 6 7 8,90.5,485,"397,833",85.2,,18.2,20.5
150162990252190,PK K 1 2 3 4 5 6 7 8,100.0,456,"397,833",98.0,,18.2,20.5
150162990252191,PK K 1 2 3 4 5 6 7 8,100.0,341,"397,833",96.5,,18.2,20.5
150162990252192,PK K 1 2 3 4 5,94.3,211,"397,833",97.6,,18.2,20.5
150162990252193,PK K 1 2 3 4 5 6 7 8,99.7,364,"397,833",91.2,,18.2,20.5
150162990252194,PK K 1 2 3 4 5 6,96.2,"1,418","397,833",96.7,,18.2,20.5
150162990252195,PK K 1 2 3 4 5 6 7 8,100.0,357,"397,833",99.4,,18.2,20.5
150162990252198,PK K 1 2 3 4 5 6 7 8,58.7,525,"397,833",68.0,,18.2,20.5
15016299025219C,K 1 2 3 4 5 6 7 8,98.4,440,"397,833",91.4,,18.2,20.5
150162990252202,PK K 1 2 3 4 5 6 7 8,100.0,347,"397,833",98.3,,18.2,20.5
150162990252203,4 5 6 7 8,98.6,349,"397,833",95.4,,18.2,20.5
150162990252204,PK K 1 2 3 4 5 6 7 8,100.0,521,"397,833",99.0,,18.2,20.5
150162990252206,PK K 1 2 3 4 5 6 7 8,100.0,402,"397,833",98.5,,18.2,20.5
150162990252207,K 1 2 3 4 5 6 7 8,67.6,367,"397,833",45.8,,18.2,20.5
150162990252209,PK K 1 2 3 4 5 6 7 8,100.0,391,"397,833",99.0,,18.2,20.5
15016299025220C,K 1 2 3 4 5 6 7 8,99.1,339,"397,833",96.5,,18.2,20.5
150162990252210,PK K 1 2 3 4 5 6 7 8,98.4,494,"397,833",99.4,,18.2,20.5
150162990252211,PK K 1 2 3 4 5 6 7 8,99.3,552,"397,833",99.1,,18.2,20.5
150162990252212,PK K 1 2 3 4 5 6 7 8,96.2,398,"397,833",97.5,,18.2,20.5
150162990252213,PK K 1 2 3 4 5 6 7 8,98.4,"1,281","397,833",97.7,,18.2,20.5
150162990252214,K 1 2 3 4 5 6 7 8,38.9,791,"397,833",48.8,,18.2,20.5
150162990252215,PK 3 4 5 6 7 8,99.2,"1,136","397,833",98.9,,18.2,20.5
15016299025221C,PK K 1 2 3 4 5 6 7 8,100.0,495,"397,833",94.5,,18.2,20.5
150162990252220,PK K 1 2 3 4 5 6 7 8,87.6,799,"397,833",80.5,,18.2,20.5
150162990252222,PK K 1 2 3 4 5 6 7 8,100.0,523,"397,833",96.4,,18.2,20.5
150162990252223,PK K 1 2 3 4 5 6 7 8,93.3,759,"397,833",93.9,,18.2,20.5
150162990252224,PK K 1 2 3 4 5 6 7 8,70.9,484,"397,833",94.6,,18.2,20.5
150162990252226,PK K 1 2 3 4 5 6 7 8,89.5,"1,275","397,833",93.3,,18.2,20.5
150162990252227,PK K 1 2 3 4 5 6 7 8,89.0,681,"397,833",88.4,,18.2,20.5
150162990252229,PK K 1 2 3 4 5,95.2,625,"397,833",96.5,,18.2,20.5
15016299025222C,K 1 2 3 4 5 6 7 8,100.0,467,"397,833",94.2,,18.2,20.5
150162990252230,PK K 1 2 3 4 5 6 7 8,99.8,412,"397,833",99.0,,18.2,20.5
150162990252231,PK K 1 2 3 4 5 6 7 8,100.0,357,"397,833",99.7,,18.2,20.5
150162990252232,PK K 1 2 3 4 5 6 7 8,88.8,473,"397,833",87.3,,18.2,20.5
150162990252235,PK K 1 2 3 4 5 6 7 8,99.7,646,"397,833",96.0,,18.2,20.5
150162990252236,PK K 1 2 3 4 5 6 7 8,99.8,498,"397,833",97.2,,18.2,20.5
150162990252239,PK K 1 2 3 4 5 6 7 8,71.5,951,"397,833",79.0,,18.2,20.5
15016299025223C,K 1 2 3 4 5 6 7 8,100.0,461,"397,833",98.7,,18.2,20.5
150162990252240,PK K 1 2 3 4 5 6 7 8,45.0,420,"397,833",30.5,,18.2,20.5
150162990252241,PK K 1 2 3 4 5 6 7 8,98.9,635,"397,833",99.7,,18.2,20.5
150162990252242,PK K 1 2 3 4 5 6 7 8,98.6,497,"397,833",99.0,,18.2,20.5
150162990252244,PK K 1 2 3 4 5 6 7,97.3,372,"397,833",86.8,,18.2,20.5
150162990252246,PK K 1 2 3 4 5 6 7 8,99.8,459,"397,833",99.1,,18.2,20.5
150162990252247,PK K 1 2 3 4 5 6,94.5,"1,145","397,833",97.6,,18.2,20.5
150162990252249,K 1 2 3 4 5 6 7 8,49.5,576,"397,833",24.0,,18.2,20.5
15016299025224C,K 1 2 3 4 5 6 7 8,100.0,510,"397,833",91.8,,18.2,20.5
150162990252252,PK K 1 2 3 4 5 6 7 8,88.1,"1,027","397,833",92.1,,18.2,20.5
150162990252254,PK K 1 2 3 4 5 6 7 8,91.3,"1,398","397,833",90.6,,18.2,20.5
150162990252255,PK K 1 2 3 4 5 6 7 8,99.7,311,"397,833",98.1,,18.2,20.5
150162990252256,PK K 1 2 3 4 5 6 7 8,99.0,782,"397,833",99.5,,18.2,20.5
150162990252257,PK K 1 2 3 4 5 6 7 8,100.0,428,"397,833",97.4,,18.2,20.5
150162990252258,PK K 1 2 3 4 5 6 7 8,100.0,344,"397,833",98.5,,18.2,20.5
150162990252259,PK K 1 2 3 4 5 6 7 8,98.4,253,"397,833",96.8,,18.2,20.5
15016299025225C,K 1 2 3 4 5 6 7 8 9 10 11 12,82.4,675,"397,833",76.1,18.8,18.2,20.5
150162990252260,PK K 1 2 3 4 5 6,92.5,667,"397,833",96.6,,18.2,20.5
150162990252263,PK K 1 2 3 4 5 6 7 8,99.7,572,"397,833",99.1,,18.2,20.5
150162990252265,PK K 1 2 3 4 5 6,94.8,"1,165","397,833",97.3,,18.2,20.5
150162990252266,PK K 1 2 3 4 5 6 7 8,100.0,340,"397,833",94.7,,18.2,20.5
150162990252267,PK K 1 2 3 4 5 6 7 8,100.0,242,"397,833",97.9,,18.2,20.5
150162990252268,PK K 1 2 3 4 5 6 7 8,54.3,569,"397,833",68.7,,18.2,20.5
150162990252269,PK K 1 2 3 4 5 6 7 8,89.7,544,"397,833",97.2,,18.2,20.5
15016299025226C,K 1 2 3 4 5 6 7 8,99.8,420,"397,833",94.3,,18.2,20.5
150162990252270,PK K 1 2 3 4 5 6 7 8,100.0,228,"397,833",100.0,,18.2,20.5
150162990252273,PK K 1 2 3 4 5 6 7 8,99.8,589,"397,833",98.5,,18.2,20.5
150162990252275,K 1 2 3 4 5 6 7 8,100.0,240,"397,833",90.0,,18.2,20.5
150162990252276,PK K 1 2 3 4 5 6 7 8,100.0,306,"397,833",99.7,,18.2,20.5
15016299025227C,5 6 7 8 9 10 11,99.7,325,"397,833",97.5,,18.2,20.5
150162990252280,PK K 1 2 3 4 5 6 7 8,99.5,837,"397,833",96.4,,18.2,20.5
150162990252281,PK K 1 2 3 4 5 6 7 8,97.8,457,"397,833",94.1,,18.2,20.5
150162990252283,K 1 2 3 4 5 6 7 8,81.3,566,"397,833",46.1,,18.2,20.5
150162990252284,PK K 1 2 3 4 5 6 7 8,86.2,340,"397,833",77.9,,18.2,20.5
150162990252285,PK K 1 2 3 4 5 6 7 8,68.0,870,"397,833",78.4,,18.2,20.5
150162990252287,PK K 1 2 3 4 5 6 7 8,100.0,247,"397,833",96.8,,18.2,20.5
150162990252288,PK K 1 2 3 4 5 6 7 8,100.0,486,"397,833",98.8,,18.2,20.5
150162990252289,PK K 1 2 3 4 5 6 7 8,99.3,418,"397,833",99.3,,18.2,20.5
15016299025228C,K 1 2 3 4 5 6 7 8,100.0,513,"397,833",97.5,,18.2,20.5
150162990252290,PK K 1 2 3 4 5 6 7 8,100.0,410,"397,833",99.8,,18.2,20.5
150162990252292,PK K 1 2 3 4 5 6 7 8,99.2,253,"397,833",98.0,,18.2,20.5
150162990252293,K 1 2 3 4 5 6 7 8,89.1,257,"397,833",54.5,,18.2,20.5
150162990252294,PK K 1 2 3 4 5 6 7 8,99.6,256,"397,833",93.8,,18.2,20.5
150162990252296,PK K 1 2 3 4 5 6 7 8,95.2,752,"397,833",97.2,,18.2,20.5
150162990252299,PK K 1 2 3 4 5 6 7 8,68.8,628,"397,833",68.8,,18.2,20.5
15016299025229C,K 1 2 3 4 5 6 7,92.8,391,"397,833",78.8,,18.2,20.5
150162990252300,K 1 2 3 4 5 6 7 8,99.7,378,"397,833",88.9,,18.2,20.5
150162990252303,PK K 1 2 3 4 5 6 7 8,97.4,234,"397,833",96.2,,18.2,20.5
150162990252304,PK K 1 2 3 4 5 6 7 8,99.2,362,"397,833",95.0,,18.2,20.5
150162990252306,K 1 2 3 4 5 6 7 8,67.8,553,"397,833",36.5,,18.2,20.5
150162990252309,PK K 1 2 3 4 5 6 7 8,100.0,416,"397,833",99.8,,18.2,20.5
15016299025230C,K 1 2 3 4 5 6 7,98.0,694,"397,833",87.6,,18.2,20.5
150162990252311,PK K 1 2 3 4 5 6 7 8,98.8,514,"397,833",99.4,,18.2,20.5
150162990252313,K 1 2 3 4 5 6 7 8,99.8,463,"397,833",98.9,,18.2,20.5
150162990252314,K 1 2 3 4 5 6 7 8,35.2,825,"397,833",15.3,,18.2,20.5
150162990252315,PK K 1 2 3 4 5 6 7 8,95.6,636,"397,833",95.3,,18.2,20.5
150162990252316,PK K 1 2 3 4 5,98.9,"1,247","397,833",96.7,,18.2,20.5
150162990252317,PK K 1 2 3 4 5 6 7 8,89.7,"1,374","397,833",91.9,,18.2,20.5
150162990252319,PK K 1 2 3 4 5 6 7 8,99.6,453,"397,833",94.7,,18.2,20.5
15016299025231C,K 1 2 3 4 5 6 7,100.0,311,"397,833",87.8,,18.2,20.5
150162990252321,PK K 1 2 3 4 5 6 7 8,97.3,603,"397,833",97.2,,18.2,20.5
150162990252323,K 1 2 3 4 5 6 7 8,94.0,"1,425","397,833",96.0,,18.2,20.5
150162990252324,PK K 1 2 3 4 5 6 7 8,99.5,208,"397,833",100.0,,18.2,20.5
150162990252326,PK K 1 2 3 4 5 6 7 8,99.7,366,"397,833",96.2,,18.2,20.5
150162990252328,PK K 1 2 3 4 5 6 7 8,100.0,377,"397,833",98.4,,18.2,20.5
15016299025232C,K 1 2 3 4 5 6 7 9 10 11 12,99.4,955,"397,833",93.3,,18.2,20.5
150162990252330,PK K 1 2 3 4 5 6 7 8,98.9,"1,239","397,833",98.8,,18.2,20.5
150162990252331,PK K 1 2 3 4 5 6 7 8,98.5,851,"397,833",93.2,,18.2,20.5
150162990252334,PK K 1 2 3 4 5 6 7 8,100.0,417,"397,833",100.0,,18.2,20.5
150162990252337,PK K 1 2 3 4 5 6 7 8,40.5,657,"397,833",28.2,,18.2,20.5
150162990252339,PK K 1 2 3 4 5 6 7 8,81.7,284,"397,833",92.3,,18.2,20.5
15016299025233C,PK K 1 2 3 4,99.6,253,"397,833",96.0,,18.2,20.5
150162990252341,PK K 1 2 3 4 5,99.8,823,"397,833",99.3,,18.2,20.5
150162990252344,PK K 1 2 3 4 5 6 7 8,96.3,428,"397,833",98.4,,18.2,20.5
150162990252345,K 1 2 3 4 5 6,97.8,182,"397,833",46.7,,18.2,20.5
150162990252346,PK K 1 2 3 4 5 6 7 8,99.7,858,"397,833",98.0,,18.2,20.5
150162990252349,PK K 1 2 3 4 5 6 7 8,90.8,721,"397,833",88.9,,18.2,20.5
15016299025234C,5 6 7,99.6,234,"397,833",96.6,,18.2,20.5
150162990252352,PK K 1 2 3 4 5 6 7 8,100.0,606,"397,833",97.5,,18.2,20.5
150162990252353,PK K 1 2 3 4 5 6 7 8,75.8,359,"397,833",69.4,,18.2,20.5
150162990252354,PK K 1 2 3 4 5 6 7 8,100.0,462,"397,833",92.9,,18.2,20.5
150162990252355,PK K 1 2 3 4 5 6 7 8,97.4,965,"397,833",98.1,,18.2,20.5
150162990252356,PK K 1 2 3 4 5 6 7 8,98.0,492,"397,833",98.2,,18.2,20.5
150162990252357,PK K 1 2 3 4 5 6 7 8,99.6,849,"397,833",92.7,,18.2,20.5
150162990252358,PK K 1 2 3 4 5 6 7 8,89.9,652,"397,833",58.7,,18.2,20.5
15016299025235C,K 1 2,98.8,166,"397,833",95.2,,18.2,20.5
150162990252361,K 1 2 3 4 5 6 7 8,17.4,"1,062","397,833",25.7,,18.2,20.5
150162990252362,PK K 1 2 3 4 5 6 7 8,100.0,292,"397,833",96.2,,18.2,20.5
150162990252363,PK K 1 2 3 4 5 6 7 8,97.9,778,"397,833",99.1,,18.2,20.5
150162990252365,PK K 1 2 3 4 5 6 7 8,86.7,586,"397,833",86.7,,18.2,20.5
150162990252366,K 1 2 3 4 5 6 7 8,95.7,530,"397,833",59.6,,18.2,20.5
150162990252367,PK K 1 2 3 4 5 6 7 8,100.0,312,"397,833",96.5,,18.2,20.5
150162990252368,PK K 1 2 3 4 5 6 7 8,99.7,364,"397,833",99.5,,18.2,20.5
150162990252369,PK K 1 2 3 4 5 6 7 8,99.5,222,"397,833",93.2,,18.2,20.5
15016299025236C,4 5 6,100.0,173,"397,833",91.3,,18.2,20.5
150162990252370,PK K 1 2 3 4 5 6 7 8,40.9,826,"397,833",29.3,,18.2,20.5
150162990252371,PK K 1 2 3 4 5 6 7 8,79.3,570,"397,833",68.8,,18.2,20.5
150162990252372,PK K 1 2 3 4 5 6 7 8,99.8,449,"397,833",99.1,,18.2,20.5
150162990252373,PK K 1 2 3 4 5 6 7 8,98.9,"1,310","397,833",98.1,,18.2,20.5
150162990252374,PK K 1 2 3 4 5 6,99.2,986,"397,833",98.1,,18.2,20.5
150162990252375,PK K 1 2 3 4 5 6 7 8,99.5,850,"397,833",97.3,,18.2,20.5
150162990252376,PK K 1 2 3 4 5 6 7 8,40.1,377,"397,833",24.9,,18.2,20.5
15016299025237C,5 6,100.0,165,"397,833",93.9,,18.2,20.5
150162990252380,PK K 1 2 3 4 5,52.4,863,"397,833",23.5,,18.2,20.5
150162990252381,PK K 1 2 3 4 5 6 7 8,100.0,485,"397,833",99.8,,18.2,20.5
150162990252382,PK K 1 2 3 4 5 6 7 8,99.9,671,"397,833",98.4,,18.2,20.5
150162990252383,PK K 1 2 3 4 5 6 7 8,36.6,651,"397,833",45.0,,18.2,20.5
150162990252384,PK K 1 2 3 4 5 6 7 8,32.0,688,"397,833",29.2,,18.2,20.5
150162990252385,PK K 1 2 3 4 5 6 7 8,99.6,540,"397,833",99.6,,18.2,20.5
150162990252386,PK K 1 2 3 4 5 6 7 8,96.9,555,"397,833",96.9,,18.2,20.5
150162990252387,PK K 1 2 3 4 5 6 7 8,100.0,488,"397,833",97.1,,18.2,20.5
150162990252389,K 1 2 3 4 5 6 7 8,99.6,245,"397,833",64.9,,18.2,20.5
15016299025238C,PK K 1 2 3 4 5 6 7 8,100.0,400,"397,833",98.3,,18.2,20.5
150162990252391,PK K 1 2 3 4 5 6 7 8,68.9,891,"397,833",88.6,,18.2,20.5
150162990252392,PK K 1 2 3 4 5 6 7 8,100.0,761,"397,833",99.5,,18.2,20.5
150162990252394,PK K 1 2 3 4 5 6 7 8,100.0,389,"397,833",99.0,,18.2,20.5
150162990252395,PK K 1 2 3 4 5 6 7 8,100.0,312,"397,833",98.7,,18.2,20.5
150162990252396,PK K 1 2 3 4 5 6 7 8,95.6,"1,266","397,833",94.8,,18.2,20.5
150162990252398,PK K 1 2 3 4 5 6 7 8,98.5,"1,653","397,833",97.4,,18.2,20.5
150162990252399,PK K 1 2 3 4 5 6 7 8,79.0,"1,028","397,833",72.6,,18.2,20.5
150162990252400,PK K 1 2 3 4 5 6 7 8,99.7,360,"397,833",98.6,,18.2,20.5
150162990252401,PK K 1 2 3 4 5 6 7 8,100.0,442,"397,833",96.6,,18.2,20.5
150162990252402,PK K 1 2 3 4 5 6 7 8,99.4,520,"397,833",81.9,,18.2,20.5
150162990252403,PK K 1 2 3 4 5 6 7 8,73.3,891,"397,833",80.1,,18.2,20.5
150162990252404,PK K 1 2 3 4 5 6 7 8,98.8,583,"397,833",98.8,,18.2,20.5
150162990252405,PK K 1 2 3 4 5 6,100.0,340,"397,833",90.6,,18.2,20.5
150162990252406,K 1 2 3 4 5 6 7 8,99.3,144,"397,833",100.0,,18.2,20.5
