schid,nttkreadsch,nttkreaddist,nttkreadstate,nttkmathsch,nttkmathdist,nttkmathstate,tkreadsch,tkmathsch,tkreaddist,tkmathdist,tkreadstate,tkmathstate
010010010260001,36.7,16.3,4.4,35.7,15.9,4.4,63.3,64.3,83.7,84.1,95.6,95.6
010010010262002,3.3,16.3,4.4,3.3,15.9,4.4,96.7,96.7,83.7,84.1,95.6,95.6
010010020260001,2.1,1.5,4.4,1.3,1.2,4.4,97.9,98.7,98.5,98.8,95.6,95.6
010010020262002,1.1,1.5,4.4,1.1,1.2,4.4,98.9,98.9,98.5,98.8,95.6,95.6
010010030260001,1.4,0.8,4.4,3.6,1.2,4.4,98.6,96.4,99.2,98.8,95.6,95.6
010010030261001,0.4,0.8,4.4,0.4,1.2,4.4,99.6,99.6,99.2,98.8,95.6,95.6
010010030262003,,0.8,4.4,,1.2,4.4,,,99.2,98.8,95.6,95.6
010010030262008,1.4,0.8,4.4,1.4,1.2,4.4,98.6,98.6,99.2,98.8,95.6,95.6
010010040260001,9.5,2.0,4.4,0.0,1.5,4.4,90.5,100.0,98.0,98.5,95.6,95.6
010010040261001,1.0,2.0,4.4,1.4,1.5,4.4,99.0,98.6,98.0,98.5,95.6,95.6
010010040262004,1.1,2.0,4.4,2.1,1.5,4.4,98.9,97.9,98.0,98.5,95.6,95.6
010010040262006,,,,,,,,,98.0,98.5,95.6,95.6
010011720220003,13.6,3.0,4.4,11.4,2.5,4.4,86.4,88.6,97.0,97.5,95.6,95.6
010011720221003,1.5,3.0,4.4,2.3,2.5,4.4,98.5,97.7,97.0,97.5,95.6,95.6
010011720222004,2.4,3.0,4.4,2.4,2.5,4.4,97.6,97.6,97.0,97.5,95.6,95.6
010011720222006,1.8,3.0,4.4,0.0,2.5,4.4,98.2,100.0,97.0,97.5,95.6,95.6
010011720222007,6.6,3.0,4.4,0.0,2.5,4.4,93.4,100.0,97.0,97.5,95.6,95.6
010011720222008,14.3,3.0,4.4,0.0,2.5,4.4,85.7,100.0,97.0,97.5,95.6,95.6
010011720222009,0.0,3.0,4.4,0.0,2.5,4.4,100.0,100.0,97.0,97.5,95.6,95.6
010011720222016,0.0,3.0,4.4,0.0,2.5,4.4,100.0,100.0,97.0,97.5,95.6,95.6
010011720222017,0.0,3.0,4.4,0.0,2.5,4.4,100.0,100.0,97.0,97.5,95.6,95.6
010011720222019,0.9,3.0,4.4,1.1,2.5,4.4,99.1,98.9,97.0,97.5,95.6,95.6
010050010260001,2.1,0.6,4.4,0.0,0.6,4.4,97.9,100.0,99.4,99.4,95.6,95.6
010050010261002,0.5,0.6,4.4,1.0,0.6,4.4,99.5,99.0,99.4,99.4,95.6,95.6
010050010262002,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
010090150260007,4.8,4.2,4.4,4.6,4.0,4.4,95.2,95.4,95.8,96.0,95.6,95.6
01009015026001C,,,,,,,,,95.8,96.0,95.6,95.6
010090150262003,2.8,4.2,4.4,2.7,4.0,4.4,97.2,97.3,95.8,96.0,95.6,95.6
010090640260003,0.0,2.0,4.4,0.0,2.2,4.4,100.0,100.0,98.0,97.8,95.6,95.6
010090640261001,1.9,2.0,4.4,1.9,2.2,4.4,98.1,98.1,98.0,97.8,95.6,95.6
010090640262001,2.9,2.0,4.4,2.9,2.2,4.4,97.1,97.1,98.0,97.8,95.6,95.6
010092620260002,3.1,3.0,4.4,5.3,2.9,4.4,96.9,94.7,97.0,97.1,95.6,95.6
010092620261002,3.5,3.0,4.4,2.8,2.9,4.4,96.5,97.2,97.0,97.1,95.6,95.6
010092620262001,1.6,3.0,4.4,1.6,2.9,4.4,98.4,98.4,97.0,97.1,95.6,95.6
010690010260001,1.2,0.7,4.4,1.2,0.7,4.4,98.8,98.8,99.3,99.3,95.6,95.6
010690010262004,0.0,0.7,4.4,0.0,0.7,4.4,100.0,100.0,99.3,99.3,95.6,95.6
010690010262005,,,,,,,,,99.3,99.3,95.6,95.6
010690060260001,0.0,0.5,4.4,0.0,0.5,4.4,100.0,100.0,99.5,99.5,95.6,95.6
010690060262002,0.6,0.5,4.4,0.6,0.5,4.4,99.4,99.4,99.5,99.5,95.6,95.6
010690110260001,,1.0,4.4,0.0,1.0,4.4,,100.0,99.0,99.0,95.6,95.6
010690110261001,2.0,1.0,4.4,2.0,1.0,4.4,98.0,98.0,99.0,99.0,95.6,95.6
010690110262003,0.0,1.0,4.4,0.0,1.0,4.4,100.0,100.0,99.0,99.0,95.6,95.6
010690270260001,3.6,1.7,4.4,1.3,2.3,4.4,96.4,98.7,98.3,97.7,95.6,95.6
010690270262002,0.0,1.7,4.4,3.1,2.3,4.4,100.0,96.9,98.3,97.7,95.6,95.6
010691170220014,6.3,1.7,4.4,2.3,1.1,4.4,93.7,97.7,98.3,98.9,95.6,95.6
010691170221013,2.0,1.7,4.4,2.0,1.1,4.4,98.0,98.0,98.3,98.9,95.6,95.6
01069117022102C,0.0,1.7,4.4,0.0,1.1,4.4,100.0,100.0,98.3,98.9,95.6,95.6
010691170222001,0.5,1.7,4.4,0.5,1.1,4.4,99.5,99.5,98.3,98.9,95.6,95.6
010691170222005,0.5,1.7,4.4,0.0,1.1,4.4,99.5,100.0,98.3,98.9,95.6,95.6
010691170222006,2.9,1.7,4.4,0.7,1.1,4.4,97.1,99.3,98.3,98.9,95.6,95.6
010691170222007,0.5,1.7,4.4,0.5,1.1,4.4,99.5,99.5,98.3,98.9,95.6,95.6
010691170222008,0.0,1.7,4.4,0.0,1.1,4.4,100.0,100.0,98.3,98.9,95.6,95.6
010691170222009,0.0,1.7,4.4,1.1,1.1,4.4,100.0,98.9,98.3,98.9,95.6,95.6
010750030260002,4.8,2.9,4.4,0.0,2.1,4.4,95.2,100.0,97.1,97.9,95.6,95.6
010750030262001,2.6,2.9,4.4,2.6,2.1,4.4,97.4,97.4,97.1,97.9,95.6,95.6
010750040260002,,,,,,,,,94.8,94.8,95.6,95.6
010750040261002,7.5,5.2,4.4,7.5,5.2,4.4,92.5,92.5,94.8,94.8,95.6,95.6
010750040262001,0.0,5.2,4.4,0.0,5.2,4.4,100.0,100.0,94.8,94.8,95.6,95.6
010750100260009,10.6,3.6,4.4,10.9,3.9,4.4,89.4,89.1,96.4,96.1,95.6,95.6
010750100262007,,3.6,4.4,,3.9,4.4,,,96.4,96.1,95.6,95.6
010750100262010,2.5,3.6,4.4,2.8,3.9,4.4,97.5,97.2,96.4,96.1,95.6,95.6
010750120260001,6.7,1.7,4.4,0.0,1.4,4.4,93.3,100.0,98.3,98.6,95.6,95.6
010750120261001,0.8,1.7,4.4,1.5,1.4,4.4,99.2,98.5,98.3,98.6,95.6,95.6
010750120262001,1.6,1.7,4.4,1.6,1.4,4.4,98.4,98.4,98.3,98.6,95.6,95.6
010860010260001,0.0,0.6,4.4,0.0,1.0,4.4,100.0,100.0,99.4,99.0,95.6,95.6
010860010262002,0.8,0.6,4.4,1.1,1.0,4.4,99.2,98.9,99.4,99.0,95.6,95.6
010860020260001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
010860020261001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
010860020262001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030030010260001,0.0,0.5,4.4,0.0,1.0,4.4,100.0,100.0,99.5,99.0,95.6,95.6
030030010261001,0.0,0.5,4.4,1.1,1.0,4.4,100.0,98.9,99.5,99.0,95.6,95.6
030030010262001,1.0,0.5,4.4,1.0,1.0,4.4,99.0,99.0,99.5,99.0,95.6,95.6
030030020260001,2.4,0.6,4.4,1.8,0.5,4.4,97.6,98.2,99.4,99.5,95.6,95.6
030030020261002,0.3,0.6,4.4,0.3,0.5,4.4,99.7,99.7,99.4,99.5,95.6,95.6
030030020262003,0.7,0.6,4.4,0.7,0.5,4.4,99.3,99.3,99.4,99.5,95.6,95.6
030030020262004,0.0,0.6,4.4,0.0,0.5,4.4,100.0,100.0,99.4,99.5,95.6,95.6
030030020262005,0.0,0.6,4.4,0.0,0.5,4.4,100.0,100.0,99.4,99.5,95.6,95.6
030110010260002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030110010261001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030110010262001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030110030260006,11.5,3.6,4.4,11.2,3.0,4.4,88.5,88.8,96.4,97.0,95.6,95.6
030110030261005,2.1,3.6,4.4,1.8,3.0,4.4,97.9,98.2,96.4,97.0,95.6,95.6
030110030262001,1.3,3.6,4.4,1.6,3.0,4.4,98.7,98.4,96.4,97.0,95.6,95.6
030110030262003,,,,,,,,,96.4,97.0,95.6,95.6
030110030262005,7.7,3.6,4.4,7.7,3.0,4.4,92.3,92.3,96.4,97.0,95.6,95.6
030110040260002,9.5,3.7,4.4,5.0,3.0,4.4,90.5,95.0,96.3,97.0,95.6,95.6
030110040261001,2.8,3.7,4.4,5.6,3.0,4.4,97.2,94.4,96.3,97.0,95.6,95.6
030110040262001,2.6,3.7,4.4,1.3,3.0,4.4,97.4,98.7,96.3,97.0,95.6,95.6
030110080260006,0.0,0.3,4.4,0.0,0.3,4.4,100.0,100.0,99.7,99.7,95.6,95.6
030110080261005,0.7,0.3,4.4,0.7,0.3,4.4,99.3,99.3,99.7,99.7,95.6,95.6
030110080262001,0.0,0.3,4.4,0.0,0.3,4.4,100.0,100.0,99.7,99.7,95.6,95.6
030110080262003,,,,,,,,,99.7,99.7,95.6,95.6
030110140240001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030110140242001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030250100260001,3.6,0.5,4.4,2.3,0.3,4.4,96.4,97.7,99.5,99.7,95.6,95.6
030250100262002,0.0,0.5,4.4,0.0,0.3,4.4,100.0,100.0,99.5,99.7,95.6,95.6
030250200260001,1.0,0.6,4.4,0.0,0.0,4.4,99.0,100.0,99.4,100.0,95.6,95.6
030250200262003,0.0,0.6,4.4,0.0,0.0,4.4,100.0,100.0,99.4,100.0,95.6,95.6
030250300260001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030250300262002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030250400260001,6.7,1.5,4.4,10.1,2.6,4.4,93.3,89.9,98.5,97.4,95.6,95.6
030250400261001,0.7,1.5,4.4,2.2,2.6,4.4,99.3,97.8,98.5,97.4,95.6,95.6
030250400262002,0.2,1.5,4.4,0.3,2.6,4.4,99.8,99.7,98.5,97.4,95.6,95.6
030250400262006,,,,,,,,,98.5,97.4,95.6,95.6
030250400262008,,,,,,,,,98.5,97.4,95.6,95.6
030250500260001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030250500261001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030250500262002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
030262010260003,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
030262010261001,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
030262010262001,1.0,0.6,4.4,1.0,0.6,4.4,99.0,99.0,99.4,99.4,95.6,95.6
030262020260002,2.8,1.3,4.4,2.7,0.4,4.4,97.2,97.3,98.7,99.6,95.6,95.6
030262020261001,2.9,1.3,4.4,0.0,0.4,4.4,97.1,100.0,98.7,99.6,95.6,95.6
030262020262001,0.0,1.3,4.4,0.0,0.4,4.4,100.0,100.0,98.7,99.6,95.6,95.6
030262030260001,0.8,0.6,4.4,0.8,0.9,4.4,99.2,99.2,99.4,99.1,95.6,95.6
030262030261002,0.4,0.6,4.4,0.4,0.9,4.4,99.6,99.6,99.4,99.1,95.6,95.6
030262030262004,,,,,,,,,99.4,99.1,95.6,95.6
030262030262008,1.0,0.6,4.4,1.9,0.9,4.4,99.0,98.1,99.4,99.1,95.6,95.6
030262040260002,8.8,2.0,4.4,2.0,1.1,4.4,91.2,98.0,98.0,98.9,95.6,95.6
030262040262001,0.9,2.0,4.4,0.9,1.1,4.4,99.1,99.1,98.0,98.9,95.6,95.6
030680020260001,2.9,0.8,4.4,3.0,0.8,4.4,97.1,97.0,99.2,99.2,95.6,95.6
030680020261002,0.9,0.8,4.4,0.9,0.8,4.4,99.1,99.1,99.2,99.2,95.6,95.6
030680020262003,,,,,,,,,99.2,99.2,95.6,95.6
030680020262005,0.0,0.8,4.4,0.0,0.8,4.4,100.0,100.0,99.2,99.2,95.6,95.6
030680030260001,2.0,1.2,4.4,0.0,0.7,4.4,98.0,100.0,98.8,99.3,95.6,95.6
030680030261002,1.6,1.2,4.4,0.9,0.7,4.4,98.4,99.1,98.8,99.3,95.6,95.6
030680030262003,0.3,1.2,4.4,0.3,0.7,4.4,99.7,99.7,98.8,99.3,95.6,95.6
030680030262006,1.4,1.2,4.4,1.4,0.7,4.4,98.6,98.6,98.8,99.3,95.6,95.6
030680120260001,5.3,2.6,4.4,4.7,2.6,4.4,94.7,95.3,97.4,97.4,95.6,95.6
030680120261002,0.7,2.6,4.4,0.7,2.6,4.4,99.3,99.3,97.4,97.4,95.6,95.6
030680120262003,1.7,2.6,4.4,1.7,2.6,4.4,98.3,98.3,97.4,97.4,95.6,95.6
030680120262004,,,,,,,,,97.4,97.4,95.6,95.6
030680120262006,4.6,2.6,4.4,4.7,2.6,4.4,95.4,95.3,97.4,97.4,95.6,95.6
030680220260001,0.0,0.0,4.4,0.6,0.3,4.4,100.0,99.4,100.0,99.7,95.6,95.6
030680220262003,0.0,0.0,4.4,0.0,0.3,4.4,100.0,100.0,100.0,99.7,95.6,95.6
040041000260001,33.3,5.0,4.4,12.7,4.0,4.4,66.7,87.3,95.0,96.0,95.6,95.6
040041000260002,19.1,5.0,4.4,10.3,4.0,4.4,80.9,89.7,95.0,96.0,95.6,95.6
040041000261002,1.4,5.0,4.4,2.3,4.0,4.4,98.6,97.7,95.0,96.0,95.6,95.6
040041000261003,2.5,5.0,4.4,2.7,4.0,4.4,97.5,97.3,95.0,96.0,95.6,95.6
040041000262003,0.4,5.0,4.4,4.7,4.0,4.4,99.6,95.3,95.0,96.0,95.6,95.6
040041000262005,0.4,5.0,4.4,0.4,4.0,4.4,99.6,99.6,95.0,96.0,95.6,95.6
040041000262007,0.0,5.0,4.4,0.7,4.0,4.4,100.0,99.3,95.0,96.0,95.6,95.6
040041000262008,3.5,5.0,4.4,5.5,4.0,4.4,96.5,94.5,95.0,96.0,95.6,95.6
040041000262009,0.0,5.0,4.4,4.1,4.0,4.4,100.0,95.9,95.0,96.0,95.6,95.6
040041000262010,0.0,5.0,4.4,0.0,4.0,4.4,100.0,100.0,95.0,96.0,95.6,95.6
040042000260003,5.2,1.2,4.4,6.5,1.3,4.4,94.8,93.5,98.8,98.7,95.6,95.6
040042000261001,0.8,1.2,4.4,0.8,1.3,4.4,99.2,99.2,98.8,98.7,95.6,95.6
040042000262001,1.8,1.2,4.4,1.8,1.3,4.4,98.2,98.2,98.8,98.7,95.6,95.6
040042000262002,0.0,1.2,4.4,0.0,1.3,4.4,100.0,100.0,98.8,98.7,95.6,95.6
040042000262004,0.7,1.2,4.4,0.0,1.3,4.4,99.3,100.0,98.8,98.7,95.6,95.6
040042000262005,0.0,1.2,4.4,0.0,1.3,4.4,100.0,100.0,98.8,98.7,95.6,95.6
041011220220002,16.5,3.6,4.4,21.1,4.7,4.4,83.5,78.9,96.4,95.3,95.6,95.6
041011220221005,1.7,3.6,4.4,1.6,4.7,4.4,98.3,98.4,96.4,95.3,95.6,95.6
041011220222005,2.7,3.6,4.4,2.7,4.7,4.4,97.3,97.3,96.4,95.3,95.6,95.6
041011220222006,2.1,3.6,4.4,0.5,4.7,4.4,97.9,99.5,96.4,95.3,95.6,95.6
041011220222007,1.9,3.6,4.4,1.9,4.7,4.4,98.1,98.1,96.4,95.3,95.6,95.6
041011220222008,0.5,3.6,4.4,9.9,4.7,4.4,99.5,90.1,96.4,95.3,95.6,95.6
041011220222010,0.8,3.6,4.4,0.4,4.7,4.4,99.2,99.6,96.4,95.3,95.6,95.6
041011220222011,1.3,3.6,4.4,1.3,4.7,4.4,98.7,98.7,96.4,95.3,95.6,95.6
041011220222013,0.7,3.6,4.4,1.1,4.7,4.4,99.3,98.9,96.4,95.3,95.6,95.6
041011220222014,1.1,3.6,4.4,1.4,4.7,4.4,98.9,98.6,96.4,95.3,95.6,95.6
041011220222015,,,,,,,,,96.4,95.3,95.6,95.6
041011310041002,0.9,0.8,4.4,0.9,0.8,4.4,99.1,99.1,99.2,99.2,95.6,95.6
041011310042001,1.0,0.8,4.4,1.0,0.8,4.4,99.0,99.0,99.2,99.2,95.6,95.6
041011310042002,,,,,,,,,99.2,99.2,95.6,95.6
041011310042003,0.0,0.8,4.4,0.0,0.8,4.4,100.0,100.0,99.2,99.2,95.6,95.6
041011330041001,1.3,2.1,4.4,1.6,2.1,4.4,98.7,98.4,97.9,97.9,95.6,95.6
041011330042001,3.9,2.1,4.4,3.3,2.1,4.4,96.1,96.7,97.9,97.9,95.6,95.6
041011340042001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
041011400041001,0.9,0.5,4.4,0.4,0.2,4.4,99.1,99.6,99.5,99.8,95.6,95.6
041011400042001,,,,,,,,,99.5,99.8,95.6,95.6
041011400042002,0.0,0.5,4.4,0.0,0.2,4.4,100.0,100.0,99.5,99.8,95.6,95.6
041012050250001,23.6,3.1,4.4,9.4,2.5,4.4,76.4,90.6,96.9,97.5,95.6,95.6
041012050250002,20.9,3.1,4.4,10.7,2.5,4.4,79.1,89.3,96.9,97.5,95.6,95.6
041012050250003,7.8,3.1,4.4,4.6,2.5,4.4,92.2,95.4,96.9,97.5,95.6,95.6
041012050250004,4.4,3.1,4.4,1.5,2.5,4.4,95.6,98.5,96.9,97.5,95.6,95.6
041012050251001,4.6,3.1,4.4,4.5,2.5,4.4,95.4,95.5,96.9,97.5,95.6,95.6
041012050251006,0.5,3.1,4.4,0.7,2.5,4.4,99.5,99.3,96.9,97.5,95.6,95.6
041012050251008,1.4,3.1,4.4,1.6,2.5,4.4,98.6,98.4,96.9,97.5,95.6,95.6
041012050251009,6.0,3.1,4.4,6.8,2.5,4.4,94.0,93.2,96.9,97.5,95.6,95.6
041012050251010,2.9,3.1,4.4,4.4,2.5,4.4,97.1,95.6,96.9,97.5,95.6,95.6
041012050252014,0.0,3.1,4.4,0.3,2.5,4.4,100.0,99.7,96.9,97.5,95.6,95.6
041012050252016,0.8,3.1,4.4,0.8,2.5,4.4,99.2,99.2,96.9,97.5,95.6,95.6
041012050252017,1.2,3.1,4.4,0.6,2.5,4.4,98.8,99.4,96.9,97.5,95.6,95.6
041012050252018,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252019,0.5,3.1,4.4,0.5,2.5,4.4,99.5,99.5,96.9,97.5,95.6,95.6
04101205025201C,1.8,3.1,4.4,1.8,2.5,4.4,98.2,98.2,96.9,97.5,95.6,95.6
041012050252020,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252022,0.6,3.1,4.4,1.7,2.5,4.4,99.4,98.3,96.9,97.5,95.6,95.6
041012050252024,6.0,3.1,4.4,1.0,2.5,4.4,94.0,99.0,96.9,97.5,95.6,95.6
041012050252027,0.4,3.1,4.4,0.0,2.5,4.4,99.6,100.0,96.9,97.5,95.6,95.6
041012050252029,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
04101205025202C,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252034,0.9,3.1,4.4,0.0,2.5,4.4,99.1,100.0,96.9,97.5,95.6,95.6
041012050252037,2.2,3.1,4.4,1.8,2.5,4.4,97.8,98.2,96.9,97.5,95.6,95.6
041012050252039,0.5,3.1,4.4,0.5,2.5,4.4,99.5,99.5,96.9,97.5,95.6,95.6
04101205025203C,3.5,3.1,4.4,4.5,2.5,4.4,96.5,95.5,96.9,97.5,95.6,95.6
041012050252040,0.0,3.1,4.4,4.9,2.5,4.4,100.0,95.1,96.9,97.5,95.6,95.6
041012050252041,0.5,3.1,4.4,0.5,2.5,4.4,99.5,99.5,96.9,97.5,95.6,95.6
041012050252043,2.9,3.1,4.4,2.3,2.5,4.4,97.1,97.7,96.9,97.5,95.6,95.6
041012050252046,0.3,3.1,4.4,0.9,2.5,4.4,99.7,99.1,96.9,97.5,95.6,95.6
041012050252047,0.8,3.1,4.4,0.4,2.5,4.4,99.2,99.6,96.9,97.5,95.6,95.6
041012050252051,,,,,,,,,96.9,97.5,95.6,95.6
041012050252054,0.4,3.1,4.4,0.9,2.5,4.4,99.6,99.1,96.9,97.5,95.6,95.6
041012050252056,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252059,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252062,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252063,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252064,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252066,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252067,,,,,,,,,96.9,97.5,95.6,95.6
041012050252078,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252080,2.3,3.1,4.4,0.0,2.5,4.4,97.7,100.0,96.9,97.5,95.6,95.6
041012050252082,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252084,0.0,3.1,4.4,0.0,2.5,4.4,100.0,100.0,96.9,97.5,95.6,95.6
041012050252085,1.8,3.1,4.4,1.3,2.5,4.4,98.2,98.7,96.9,97.5,95.6,95.6
041012050252086,2.9,3.1,4.4,3.6,2.5,4.4,97.1,96.4,96.9,97.5,95.6,95.6
041012050252087,1.9,3.1,4.4,1.6,2.5,4.4,98.1,98.4,96.9,97.5,95.6,95.6
041012070160001,5.7,5.7,4.4,5.8,5.8,4.4,94.3,94.2,94.3,94.2,95.6,95.6
041013200260001,2.0,1.0,4.4,0.0,0.8,4.4,98.0,100.0,99.0,99.2,95.6,95.6
041013200261002,1.9,1.0,4.4,1.9,0.8,4.4,98.1,98.1,99.0,99.2,95.6,95.6
041013200262003,,,,,,,,,99.0,99.2,95.6,95.6
041013200262004,0.7,1.0,4.4,0.7,0.8,4.4,99.3,99.3,99.0,99.2,95.6,95.6
041013200262005,0.0,1.0,4.4,0.0,0.8,4.4,100.0,100.0,99.0,99.2,95.6,95.6
041013210260001,0.0,1.1,4.4,0.0,0.9,4.4,100.0,100.0,98.9,99.1,95.6,95.6
041013210261001,0.4,1.1,4.4,0.7,0.9,4.4,99.6,99.3,98.9,99.1,95.6,95.6
041013210262002,3.1,1.1,4.4,1.5,0.9,4.4,96.9,98.5,98.9,99.1,95.6,95.6
041013220260001,9.6,2.2,4.4,3.4,1.0,4.4,90.4,96.6,97.8,99.0,95.6,95.6
041013220261001,2.1,2.2,4.4,2.1,1.0,4.4,97.9,97.9,97.8,99.0,95.6,95.6
041013220262001,0.0,2.2,4.4,0.0,1.0,4.4,100.0,100.0,97.8,99.0,95.6,95.6
041013230260001,0.0,1.1,4.4,1.9,1.5,4.4,100.0,98.1,98.9,98.5,95.6,95.6
041013230261002,1.2,1.1,4.4,1.2,1.5,4.4,98.8,98.8,98.9,98.5,95.6,95.6
041013230262003,,,,,,,,,98.9,98.5,95.6,95.6
041013230262005,1.4,1.1,4.4,1.7,1.5,4.4,98.6,98.3,98.9,98.5,95.6,95.6
050160150041011,2.6,1.0,4.4,2.8,1.3,4.4,97.4,97.2,99.0,98.7,95.6,95.6
050160150041014,2.8,1.0,4.4,3.2,1.3,4.4,97.2,96.8,99.0,98.7,95.6,95.6
050160150041016,0.6,1.0,4.4,0.8,1.3,4.4,99.4,99.2,99.0,98.7,95.6,95.6
050160150041018,0.9,1.0,4.4,0.6,1.3,4.4,99.1,99.4,99.0,98.7,95.6,95.6
050160150042001,0.5,1.0,4.4,0.5,1.3,4.4,99.5,99.5,99.0,98.7,95.6,95.6
050160150042003,3.2,1.0,4.4,3.5,1.3,4.4,96.8,96.5,99.0,98.7,95.6,95.6
050160150042004,0.4,1.0,4.4,5.6,1.3,4.4,99.6,94.4,99.0,98.7,95.6,95.6
050160150042005,0.7,1.0,4.4,0.3,1.3,4.4,99.3,99.7,99.0,98.7,95.6,95.6
050160150042006,0.3,1.0,4.4,0.6,1.3,4.4,99.7,99.4,99.0,98.7,95.6,95.6
050160150042007,0.2,1.0,4.4,0.6,1.3,4.4,99.8,99.4,99.0,98.7,95.6,95.6
050160150042008,0.0,1.0,4.4,0.2,1.3,4.4,100.0,99.8,99.0,98.7,95.6,95.6
050160150042009,0.0,1.0,4.4,0.0,1.3,4.4,100.0,100.0,99.0,98.7,95.6,95.6
050160150042010,0.0,1.0,4.4,0.3,1.3,4.4,100.0,99.7,99.0,98.7,95.6,95.6
050160150042013,0.9,1.0,4.4,1.5,1.3,4.4,99.1,98.5,99.0,98.7,95.6,95.6
050160150042015,0.4,1.0,4.4,0.7,1.3,4.4,99.6,99.3,99.0,98.7,95.6,95.6
050160150042018,1.9,1.0,4.4,1.6,1.3,4.4,98.1,98.4,99.0,98.7,95.6,95.6
050160150042019,0.8,1.0,4.4,0.4,1.3,4.4,99.2,99.6,99.0,98.7,95.6,95.6
050160150042020,0.4,1.0,4.4,0.4,1.3,4.4,99.6,99.6,99.0,98.7,95.6,95.6
050160150042023,2.2,1.0,4.4,1.9,1.3,4.4,97.8,98.1,99.0,98.7,95.6,95.6
050160210041002,1.0,0.8,4.4,0.6,0.8,4.4,99.0,99.4,99.2,99.2,95.6,95.6
050160210041006,0.7,0.8,4.4,0.9,0.8,4.4,99.3,99.1,99.2,99.2,95.6,95.6
050160210041007,0.8,0.8,4.4,1.1,0.8,4.4,99.2,98.9,99.2,99.2,95.6,95.6
050160210042003,1.0,0.8,4.4,1.3,0.8,4.4,99.0,98.7,99.2,99.2,95.6,95.6
050160210042004,0.7,0.8,4.4,0.7,0.8,4.4,99.3,99.3,99.2,99.2,95.6,95.6
050160210042007,0.0,0.8,4.4,0.4,0.8,4.4,100.0,99.6,99.2,99.2,95.6,95.6
050160210042009,0.9,0.8,4.4,0.4,0.8,4.4,99.1,99.6,99.2,99.2,95.6,95.6
050160210042010,1.7,0.8,4.4,1.6,0.8,4.4,98.3,98.4,99.2,99.2,95.6,95.6
050160210042011,1.1,0.8,4.4,1.1,0.8,4.4,98.9,98.9,99.2,99.2,95.6,95.6
050160210042013,0.4,0.8,4.4,0.0,0.8,4.4,99.6,100.0,99.2,99.2,95.6,95.6
050160210042014,0.0,0.8,4.4,0.0,0.8,4.4,100.0,100.0,99.2,99.2,95.6,95.6
050160210042015,1.4,0.8,4.4,1.4,0.8,4.4,98.6,98.6,99.2,99.2,95.6,95.6
050160230021002,0.4,0.3,4.4,0.6,0.5,4.4,99.6,99.4,99.7,99.5,95.6,95.6
