schid,nttkreadsch,nttkreaddist,nttkreadstate,nttkmathsch,nttkmathdist,nttkmathstate,tkreadsch,tkmathsch,tkreaddist,tkmathdist,tkreadstate,tkmathstate
440630020032001,1.3,0.9,4.4,1.3,0.9,4.4,98.7,98.7,99.1,99.1,95.6,95.6
440630020032002,0.5,0.9,4.4,0.5,0.9,4.4,99.5,99.5,99.1,99.1,95.6,95.6
440630030031001,0.9,0.6,4.4,0.9,0.6,4.4,99.1,99.1,99.4,99.4,95.6,95.6
440630030032001,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
440630120260002,5.5,1.2,4.4,3.5,0.7,4.4,94.5,96.5,98.8,99.3,95.6,95.6
440630120261003,0.6,1.2,4.4,0.3,0.7,4.4,99.4,99.7,98.8,99.3,95.6,95.6
440630120262001,0.0,1.2,4.4,0.3,0.7,4.4,100.0,99.7,98.8,99.3,95.6,95.6
440630120262002,,,,,,,,,98.8,99.3,95.6,95.6
440630150041006,0.3,0.6,4.4,0.3,0.6,4.4,99.7,99.7,99.4,99.4,95.6,95.6
440630150041007,0.9,0.6,4.4,0.9,0.6,4.4,99.1,99.1,99.4,99.4,95.6,95.6
440630150041008,0.2,0.6,4.4,0.2,0.6,4.4,99.8,99.8,99.4,99.4,95.6,95.6
440630150042001,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
440630150042002,1.5,0.6,4.4,1.5,0.6,4.4,98.5,98.5,99.4,99.4,95.6,95.6
440630150042003,2.3,0.6,4.4,2.3,0.6,4.4,97.7,97.7,99.4,99.4,95.6,95.6
440630150042004,0.6,0.6,4.4,0.6,0.6,4.4,99.4,99.4,99.4,99.4,95.6,95.6
440630150042005,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
440630180042001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
440630190240002,5.9,3.0,4.4,2.2,2.4,4.4,94.1,97.8,97.0,97.6,95.6,95.6
440630190241001,0.0,3.0,4.4,0.0,2.4,4.4,100.0,100.0,97.0,97.6,95.6,95.6
440630190242001,4.8,3.0,4.4,4.8,2.4,4.4,95.2,95.2,97.0,97.6,95.6,95.6
440630260041004,0.5,0.5,4.4,0.5,0.7,4.4,99.5,99.5,99.5,99.3,95.6,95.6
440630260042002,0.4,0.5,4.4,2.2,0.7,4.4,99.6,97.8,99.5,99.3,95.6,95.6
440630260042004,0.8,0.5,4.4,0.4,0.7,4.4,99.2,99.6,99.5,99.3,95.6,95.6
440630260042005,0.0,0.5,4.4,0.3,0.7,4.4,100.0,99.7,99.5,99.3,95.6,95.6
440630360022001,1.2,1.2,4.4,1.2,1.2,4.4,98.8,98.8,98.8,98.8,95.6,95.6
440630460031001,0.7,0.7,4.4,0.7,0.9,4.4,99.3,99.3,99.3,99.1,95.6,95.6
440630460032001,0.8,0.7,4.4,1.2,0.9,4.4,99.2,98.8,99.3,99.1,95.6,95.6
440630470041004,0.1,0.5,4.4,0.1,0.7,4.4,99.9,99.9,99.5,99.3,95.6,95.6
440630470041005,1.1,0.5,4.4,1.5,0.7,4.4,98.9,98.5,99.5,99.3,95.6,95.6
440630470041006,0.3,0.5,4.4,0.7,0.7,4.4,99.7,99.3,99.5,99.3,95.6,95.6
440630470042001,0.4,0.5,4.4,0.4,0.7,4.4,99.6,99.6,99.5,99.3,95.6,95.6
440630470042002,0.0,0.5,4.4,0.3,0.7,4.4,100.0,99.7,99.5,99.3,95.6,95.6
440630470042003,0.4,0.5,4.4,1.2,0.7,4.4,99.6,98.8,99.5,99.3,95.6,95.6
440630470042005,1.6,0.5,4.4,1.6,0.7,4.4,98.4,98.4,99.5,99.3,95.6,95.6
440630470042007,0.0,0.5,4.4,0.4,0.7,4.4,100.0,99.6,99.5,99.3,95.6,95.6
440630470042008,0.6,0.5,4.4,0.3,0.7,4.4,99.4,99.7,99.5,99.3,95.6,95.6
440630470042009,0.3,0.5,4.4,0.3,0.7,4.4,99.7,99.7,99.5,99.3,95.6,95.6
440630470042010,0.0,0.5,4.4,0.4,0.7,4.4,100.0,99.6,99.5,99.3,95.6,95.6
440630470042011,0.0,0.5,4.4,0.0,0.7,4.4,100.0,100.0,99.5,99.3,95.6,95.6
440630500260001,7.0,5.6,4.4,27.1,5.1,4.4,93.0,72.9,94.4,94.9,95.6,95.6
440630500261002,8.8,5.6,4.4,5.2,5.1,4.4,91.2,94.8,94.4,94.9,95.6,95.6
440630500262003,3.3,5.6,4.4,3.5,5.1,4.4,96.7,96.5,94.4,94.9,95.6,95.6
440630500262007,0.0,5.6,4.4,0.0,5.1,4.4,100.0,100.0,94.4,94.9,95.6,95.6
440631540160001,4.8,4.8,4.4,5.1,5.1,4.4,95.2,94.9,95.2,94.9,95.6,95.6
440631550160001,10.4,14.8,4.4,13.9,16.9,4.4,89.6,86.1,85.2,83.1,95.6,95.6
440631550160002,8.4,14.8,4.4,12.0,16.9,4.4,91.6,88.0,85.2,83.1,95.6,95.6
440631550160003,13.1,14.8,4.4,13.8,16.9,4.4,86.9,86.2,85.2,83.1,95.6,95.6
440631550160004,27.9,14.8,4.4,28.3,16.9,4.4,72.1,71.7,85.2,83.1,95.6,95.6
440631560160001,5.6,4.8,4.4,2.3,3.0,4.4,94.4,97.7,95.2,97.0,95.6,95.6
440631560160002,3.5,4.8,4.4,4.3,3.0,4.4,96.5,95.7,95.2,97.0,95.6,95.6
440631570160001,2.4,2.4,4.4,3.7,3.7,4.4,97.6,96.3,97.6,96.3,95.6,95.6
440631580220002,4.8,1.1,4.4,8.5,1.3,4.4,95.2,91.5,98.9,98.7,95.6,95.6
440631580221002,0.2,1.1,4.4,0.3,1.3,4.4,99.8,99.7,98.9,98.7,95.6,95.6
440631580221003,0.4,1.1,4.4,0.4,1.3,4.4,99.6,99.6,98.9,98.7,95.6,95.6
440631580222003,,,,,,,,,98.9,98.7,95.6,95.6
440631580222004,0.3,1.1,4.4,0.3,1.3,4.4,99.7,99.7,98.9,98.7,95.6,95.6
440631580222005,0.8,1.1,4.4,0.5,1.3,4.4,99.2,99.5,98.9,98.7,95.6,95.6
440631580222006,,,,,,,,,98.9,98.7,95.6,95.6
440631580222007,0.8,1.1,4.4,0.8,1.3,4.4,99.2,99.2,98.9,98.7,95.6,95.6
440631650031001,1.2,1.1,4.4,0.9,0.6,4.4,98.8,99.1,98.9,99.4,95.6,95.6
440631650032002,0.9,1.1,4.4,0.0,0.6,4.4,99.1,100.0,98.9,99.4,95.6,95.6
440631650032004,0.9,1.1,4.4,0.5,0.6,4.4,99.1,99.5,98.9,99.4,95.6,95.6
440632000260008,2.9,1.9,4.4,4.6,2.1,4.4,97.1,95.4,98.1,97.9,95.6,95.6
440632000260009,8.2,1.9,4.4,5.0,2.1,4.4,91.8,95.0,98.1,97.9,95.6,95.6
440632000261006,1.0,1.9,4.4,1.4,2.1,4.4,99.0,98.6,98.1,97.9,95.6,95.6
440632000261007,3.1,1.9,4.4,3.1,2.1,4.4,96.9,96.9,98.1,97.9,95.6,95.6
440632000262003,1.0,1.9,4.4,1.0,2.1,4.4,99.0,99.0,98.1,97.9,95.6,95.6
440632000262004,0.0,1.9,4.4,0.0,2.1,4.4,100.0,100.0,98.1,97.9,95.6,95.6
440632000262006,1.8,1.9,4.4,2.3,2.1,4.4,98.2,97.7,98.1,97.9,95.6,95.6
440632000262007,1.5,1.9,4.4,1.5,2.1,4.4,98.5,98.5,98.1,97.9,95.6,95.6
440632000262008,0.3,1.9,4.4,0.3,2.1,4.4,99.7,99.7,98.1,97.9,95.6,95.6
440632000262009,,,,,,,,,98.1,97.9,95.6,95.6
440632000262010,1.6,1.9,4.4,2.0,2.1,4.4,98.4,98.0,98.1,97.9,95.6,95.6
450670030260001,0.0,0.4,4.4,,0.5,4.4,100.0,,99.6,99.5,95.6,95.6
450670030261001,0.9,0.4,4.4,0.9,0.5,4.4,99.1,99.1,99.6,99.5,95.6,95.6
450670030262001,0.0,0.4,4.4,0.0,0.5,4.4,100.0,100.0,99.6,99.5,95.6,95.6
450670040260001,4.4,0.9,4.4,3.7,0.9,4.4,95.6,96.3,99.1,99.1,95.6,95.6
450670040261001,0.3,0.9,4.4,0.8,0.9,4.4,99.7,99.2,99.1,99.1,95.6,95.6
450670040262001,0.0,0.9,4.4,0.0,0.9,4.4,100.0,100.0,99.1,99.1,95.6,95.6
450670040262003,,,,,,,,,99.1,99.1,95.6,95.6
450670050260001,2.4,0.6,4.4,0.5,0.4,4.4,97.6,99.5,99.4,99.6,95.6,95.6
450670050261001,0.0,0.6,4.4,0.0,0.4,4.4,100.0,100.0,99.4,99.6,95.6,95.6
450670050262003,,,,,,,,,99.4,99.6,95.6,95.6
450670050262004,0.5,0.6,4.4,0.5,0.4,4.4,99.5,99.5,99.4,99.6,95.6,95.6
450670050262005,0.8,0.6,4.4,0.8,0.4,4.4,99.2,99.2,99.4,99.6,95.6,95.6
450790010220001,0.0,0.9,4.4,0.0,1.0,4.4,100.0,100.0,99.1,99.0,95.6,95.6
450790010221002,2.3,0.9,4.4,2.3,1.0,4.4,97.7,97.7,99.1,99.0,95.6,95.6
450790010222001,0.0,0.9,4.4,0.0,1.0,4.4,100.0,100.0,99.1,99.0,95.6,95.6
450791320260001,0.0,0.2,4.4,0.0,0.0,4.4,100.0,100.0,99.8,100.0,95.6,95.6
450791320262002,0.3,0.2,4.4,0.0,0.0,4.4,99.7,100.0,99.8,100.0,95.6,95.6
450791340042001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
450791380260001,0.0,0.9,4.4,0.0,2.3,4.4,100.0,100.0,99.1,97.7,95.6,95.6
450791380262002,1.1,0.9,4.4,2.7,2.3,4.4,98.9,97.3,99.1,97.7,95.6,95.6
450791390260001,0.0,1.1,4.4,1.7,0.9,4.4,100.0,98.3,98.9,99.1,95.6,95.6
450791390262002,1.2,1.1,4.4,0.8,0.9,4.4,98.8,99.3,98.9,99.1,95.6,95.6
450791400260001,17.2,4.0,4.4,43.0,6.4,4.4,82.8,57.0,96.0,93.6,95.6,95.6
450791400262002,1.9,4.0,4.4,1.7,6.4,4.4,98.1,98.3,96.0,93.6,95.6,95.6
450791400262008,1.1,4.0,4.4,0.0,6.4,4.4,98.9,100.0,96.0,93.6,95.6,95.6
470521700220001,3.9,1.9,4.4,13.0,3.2,4.4,96.1,87.0,98.1,96.8,95.6,95.6
470521700221001,2.4,1.9,4.4,2.8,3.2,4.4,97.6,97.2,98.1,96.8,95.6,95.6
470521700222003,1.2,1.9,4.4,1.7,3.2,4.4,98.8,98.3,98.1,96.8,95.6,95.6
470521700222004,0.4,1.9,4.4,0.4,3.2,4.4,99.6,99.6,98.1,96.8,95.6,95.6
470521700222008,,,,,,,,,98.1,96.8,95.6,95.6
470522200022001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470522710260004,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470522710262005,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470522720260001,3.3,2.2,4.4,6.6,15.9,4.4,96.7,93.4,97.8,84.1,95.6,95.6
470522720261002,0.9,2.2,4.4,9.4,15.9,4.4,99.1,90.6,97.8,84.1,95.6,95.6
470522720262003,4.1,2.2,4.4,35.4,15.9,4.4,95.9,64.6,97.8,84.1,95.6,95.6
470522750260001,0.0,0.7,4.4,0.0,0.7,4.4,100.0,100.0,99.3,99.3,95.6,95.6
470522750261001,0.0,0.7,4.4,0.0,0.7,4.4,100.0,100.0,99.3,99.3,95.6,95.6
470522750262003,2.3,0.7,4.4,2.3,0.7,4.4,97.7,97.7,99.3,99.3,95.6,95.6
470711440032001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470711610042001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470712120170001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470712200260001,2.9,1.9,4.4,2.2,2.3,4.4,97.1,97.8,98.1,97.7,95.6,95.6
470712200261001,0.5,1.9,4.4,0.5,2.3,4.4,99.5,99.5,98.1,97.7,95.6,95.6
470712200262006,2.4,1.9,4.4,3.1,2.3,4.4,97.6,96.9,98.1,97.7,95.6,95.6
470712210260004,0.0,0.2,4.4,0.0,0.2,4.4,100.0,100.0,99.8,99.8,95.6,95.6
470712210262002,,,,,,,,,99.8,99.8,95.6,95.6
470712210262003,0.5,0.2,4.4,0.5,0.2,4.4,99.5,99.5,99.8,99.8,95.6,95.6
470712220260004,2.2,1.9,4.4,0.0,1.6,4.4,97.8,100.0,98.1,98.4,95.6,95.6
470712220261001,2.9,1.9,4.4,2.9,1.6,4.4,97.1,97.1,98.1,98.4,95.6,95.6
470712220262001,0.8,1.9,4.4,0.8,1.6,4.4,99.2,99.2,98.1,98.4,95.6,95.6
470712230260003,2.1,1.4,4.4,2.3,1.3,4.4,97.9,97.7,98.6,98.7,95.6,95.6
470712230261001,1.2,1.4,4.4,1.0,1.3,4.4,98.8,99.0,98.6,98.7,95.6,95.6
470712230262002,,,,,,,,,98.6,98.7,95.6,95.6
470712230262004,1.2,1.4,4.4,1.2,1.3,4.4,98.8,98.8,98.6,98.7,95.6,95.6
470712260260001,1.0,0.8,4.4,0.8,1.5,4.4,99.0,99.2,99.2,98.5,95.6,95.6
470712260261001,0.3,0.8,4.4,1.7,1.5,4.4,99.7,98.3,99.2,98.5,95.6,95.6
470712260262003,1.3,0.8,4.4,1.6,1.5,4.4,98.7,98.4,99.2,98.5,95.6,95.6
470712310041002,0.8,0.6,4.4,0.4,0.4,4.4,99.2,99.6,99.4,99.6,95.6,95.6
470712310042001,0.7,0.6,4.4,0.0,0.4,4.4,99.3,100.0,99.4,99.6,95.6,95.6
470712310042003,0.0,0.6,4.4,0.0,0.4,4.4,100.0,100.0,99.4,99.6,95.6,95.6
470712310042004,0.0,0.6,4.4,0.0,0.4,4.4,100.0,100.0,99.4,99.6,95.6,95.6
470712310042005,0.7,0.6,4.4,1.4,0.4,4.4,99.3,98.6,99.4,99.6,95.6,95.6
470712690042002,1.5,1.5,4.4,1.5,1.5,4.4,98.5,98.5,98.5,98.5,95.6,95.6
470980010260001,0.0,1.0,4.4,0.0,1.0,4.4,100.0,100.0,99.0,99.0,95.6,95.6
470980010261002,1.6,1.0,4.4,1.6,1.0,4.4,98.4,98.4,99.0,99.0,95.6,95.6
470980010262003,0.0,1.0,4.4,0.0,1.0,4.4,100.0,100.0,99.0,99.0,95.6,95.6
470980020260001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470980020261002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470980020262005,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
470980030260001,3.1,1.7,4.4,5.3,1.9,4.4,96.9,94.7,98.3,98.1,95.6,95.6
470980030261004,0.0,1.7,4.4,0.6,1.9,4.4,100.0,99.4,98.3,98.1,95.6,95.6
470980030262005,3.3,1.7,4.4,3.3,1.9,4.4,96.7,96.7,98.3,98.1,95.6,95.6
470980030262006,0.0,1.7,4.4,0.0,1.9,4.4,100.0,100.0,98.3,98.1,95.6,95.6
470980050260014,1.0,0.4,4.4,0.5,0.5,4.4,99.0,99.5,99.6,99.5,95.6,95.6
470980050261006,0.5,0.4,4.4,0.8,0.5,4.4,99.5,99.2,99.6,99.5,95.6,95.6
470980050262005,,,,,,,,,99.6,99.5,95.6,95.6
470980050262007,,,,,,,,,99.6,99.5,95.6,95.6
470980050262008,0.3,0.4,4.4,0.3,0.5,4.4,99.7,99.7,99.6,99.5,95.6,95.6
470980050262010,0.0,0.4,4.4,0.3,0.5,4.4,100.0,99.7,99.6,99.5,95.6,95.6
470980060260001,4.8,1.7,4.4,1.6,1.3,4.4,95.2,98.4,98.3,98.7,95.6,95.6
470980060261001,1.8,1.7,4.4,1.8,1.3,4.4,98.2,98.2,98.3,98.7,95.6,95.6
470980060262002,,,,,,,,,98.3,98.7,95.6,95.6
470980060262003,0.7,1.7,4.4,0.7,1.3,4.4,99.3,99.3,98.3,98.7,95.6,95.6
470980130021004,1.5,0.8,4.4,1.5,1.1,4.4,98.5,98.5,99.2,98.9,95.6,95.6
470980130022001,,,,,,,,,99.2,98.9,95.6,95.6
470980130022002,0.0,0.8,4.4,0.6,1.1,4.4,100.0,99.4,99.2,98.9,95.6,95.6
470980200022001,0.5,0.5,4.4,0.5,0.5,4.4,99.5,99.5,99.5,99.5,95.6,95.6
470981450042001,0.5,0.5,4.4,1.4,1.4,4.4,99.5,98.6,99.5,98.6,95.6,95.6
470983010170001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
480720620021001,0.0,0.4,4.4,0.0,0.4,4.4,100.0,100.0,99.6,99.6,95.6,95.6
480720620022001,1.0,0.4,4.4,1.0,0.4,4.4,99.0,99.0,99.6,99.6,95.6,95.6
480720630021001,2.2,1.8,4.4,2.7,2.2,4.4,97.8,97.3,98.2,97.8,95.6,95.6
480720630022002,1.0,1.8,4.4,1.0,2.2,4.4,99.0,99.0,98.2,97.8,95.6,95.6
480720660022001,2.0,2.0,4.4,2.0,2.0,4.4,98.0,98.0,98.0,98.0,95.6,95.6
480720680021003,0.5,0.8,4.4,0.5,0.8,4.4,99.5,99.5,99.2,99.2,95.6,95.6
480720680022002,1.4,0.8,4.4,1.4,0.8,4.4,98.6,98.6,99.2,99.2,95.6,95.6
480720690022001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
480720700022001,1.5,1.5,4.4,1.5,1.5,4.4,98.5,98.5,98.5,98.5,95.6,95.6
480721500250023,29.9,4.6,4.4,10.7,3.1,4.4,70.1,89.3,95.4,96.9,95.6,95.6
480721500250024,33.8,4.6,4.4,22.4,3.1,4.4,66.2,77.6,95.4,96.9,95.6,95.6
480721500250025,8.0,4.6,4.4,2.2,3.1,4.4,92.0,97.8,95.4,96.9,95.6,95.6
48072150025027C,0.0,4.6,4.4,0.9,3.1,4.4,100.0,99.1,95.4,96.9,95.6,95.6
480721500251001,0.6,4.6,4.4,0.6,3.1,4.4,99.4,99.4,95.4,96.9,95.6,95.6
480721500251002,3.3,4.6,4.4,2.5,3.1,4.4,96.7,97.5,95.4,96.9,95.6,95.6
480721500251003,5.7,4.6,4.4,3.8,3.1,4.4,94.3,96.2,95.4,96.9,95.6,95.6
480721500251006,2.4,4.6,4.4,2.7,3.1,4.4,97.6,97.3,95.4,96.9,95.6,95.6
480721500251009,1.7,4.6,4.4,0.9,3.1,4.4,98.3,99.1,95.4,96.9,95.6,95.6
480721500251012,2.5,4.6,4.4,2.2,3.1,4.4,97.5,97.8,95.4,96.9,95.6,95.6
480721500251013,0.9,4.6,4.4,0.9,3.1,4.4,99.1,99.1,95.4,96.9,95.6,95.6
480721500251015,0.4,4.6,4.4,0.7,3.1,4.4,99.6,99.3,95.4,96.9,95.6,95.6
480721500252010,0.8,4.6,4.4,0.8,3.1,4.4,99.2,99.2,95.4,96.9,95.6,95.6
480721500252011,1.2,4.6,4.4,1.2,3.1,4.4,98.8,98.8,95.4,96.9,95.6,95.6
480721500252028,1.2,4.6,4.4,2.9,3.1,4.4,98.8,97.1,95.4,96.9,95.6,95.6
480721500252032,2.9,4.6,4.4,3.3,3.1,4.4,97.1,96.7,95.4,96.9,95.6,95.6
480721500252034,2.0,4.6,4.4,2.3,3.1,4.4,98.0,97.7,95.4,96.9,95.6,95.6
480721500252036,1.8,4.6,4.4,2.3,3.1,4.4,98.2,97.7,95.4,96.9,95.6,95.6
480721500252037,0.5,4.6,4.4,0.5,3.1,4.4,99.5,99.5,95.4,96.9,95.6,95.6
480721500252038,4.5,4.6,4.4,4.4,3.1,4.4,95.5,95.6,95.4,96.9,95.6,95.6
480721500252039,2.6,4.6,4.4,2.6,3.1,4.4,97.4,97.4,95.4,96.9,95.6,95.6
480721500252040,2.1,4.6,4.4,2.0,3.1,4.4,97.9,98.0,95.4,96.9,95.6,95.6
480721500252047,1.2,4.6,4.4,1.2,3.1,4.4,98.8,98.8,95.4,96.9,95.6,95.6
480721500252051,1.7,4.6,4.4,2.2,3.1,4.4,98.3,97.8,95.4,96.9,95.6,95.6
480722650260001,73.2,10.5,4.4,48.6,7.8,4.4,26.8,51.4,89.5,92.2,95.6,95.6
480722650261001,1.1,10.5,4.4,1.4,7.8,4.4,98.9,98.6,89.5,92.2,95.6,95.6
480722650262002,0.4,10.5,4.4,0.4,7.8,4.4,99.6,99.6,89.5,92.2,95.6,95.6
480723090260003,0.0,2.6,4.4,0.0,3.0,4.4,100.0,100.0,97.4,97.0,95.6,95.6
480723090262002,3.0,2.6,4.4,3.3,3.0,4.4,97.0,96.7,97.4,97.0,95.6,95.6
480723100160001,10.1,10.1,4.4,9.9,9.9,4.4,89.9,90.1,89.9,90.1,95.6,95.6
480723160042001,0.8,0.8,4.4,0.8,0.8,4.4,99.2,99.2,99.2,99.2,95.6,95.6
480723210260007,16.3,3.6,4.4,98.3,16.5,4.4,83.7,1.7,96.4,83.5,95.6,95.6
480723210261001,0.5,3.6,4.4,0.5,16.5,4.4,99.5,99.5,96.4,83.5,95.6,95.6
480723210261002,0.8,3.6,4.4,0.4,16.5,4.4,99.2,99.6,96.4,83.5,95.6,95.6
480723210262004,0.0,3.6,4.4,0.0,16.5,4.4,100.0,100.0,96.4,83.5,95.6,95.6
480723210262005,1.5,3.6,4.4,1.5,16.5,4.4,98.5,98.5,96.4,83.5,95.6,95.6
480723210262008,1.2,3.6,4.4,0.6,16.5,4.4,98.8,99.4,96.4,83.5,95.6,95.6
480723220260004,2.4,0.6,4.4,2.4,0.6,4.4,97.6,97.6,99.4,99.4,95.6,95.6
480723220261001,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
480723220262002,0.5,0.6,4.4,0.5,0.6,4.4,99.5,99.5,99.4,99.4,95.6,95.6
480723230260004,1.3,0.7,4.4,1.1,0.7,4.4,98.7,98.9,99.3,99.3,95.6,95.6
480723230261001,0.7,0.7,4.4,0.8,0.7,4.4,99.3,99.2,99.3,99.3,95.6,95.6
480723230261002,0.5,0.7,4.4,0.8,0.7,4.4,99.5,99.2,99.3,99.3,95.6,95.6
480723230262002,0.0,0.7,4.4,0.0,0.7,4.4,100.0,100.0,99.3,99.3,95.6,95.6
480723230262003,0.6,0.7,4.4,1.1,0.7,4.4,99.4,98.9,99.3,99.3,95.6,95.6
480723230262004,0.0,0.7,4.4,0.6,0.7,4.4,100.0,99.4,99.3,99.3,95.6,95.6
480723230262005,1.7,0.7,4.4,0.9,0.7,4.4,98.3,99.1,99.3,99.3,95.6,95.6
480723230262006,0.3,0.7,4.4,0.3,0.7,4.4,99.7,99.7,99.3,99.3,95.6,95.6
480723250260005,1.7,2.7,4.4,9.1,2.5,4.4,98.3,90.9,97.3,97.5,95.6,95.6
480723250262005,2.9,2.7,4.4,2.3,2.5,4.4,97.1,97.7,97.3,97.5,95.6,95.6
480723260260005,0.0,0.5,4.4,0.0,0.5,4.4,100.0,100.0,99.5,99.5,95.6,95.6
480723260262004,0.6,0.5,4.4,0.6,0.5,4.4,99.4,99.4,99.5,99.5,95.6,95.6
480723270260008,0.0,0.4,4.4,0.0,0.4,4.4,100.0,100.0,99.6,99.6,95.6,95.6
480723270262004,0.4,0.4,4.4,0.4,0.4,4.4,99.6,99.6,99.6,99.6,95.6,95.6
480723270262006,0.5,0.4,4.4,0.5,0.4,4.4,99.5,99.5,99.6,99.6,95.6,95.6
480723280032001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
490810290022001,1.9,1.9,4.4,1.9,1.9,4.4,98.1,98.1,98.1,98.1,95.6,95.6
490810300170001,23.3,23.3,4.4,13.1,13.1,4.4,76.7,86.9,76.7,86.9,95.6,95.6
490810340021001,1.0,1.3,4.4,1.0,1.0,4.4,99.0,99.0,98.7,99.0,95.6,95.6
490810340022003,1.5,1.3,4.4,1.0,1.0,4.4,98.5,99.0,98.7,99.0,95.6,95.6
490810360022002,1.8,1.8,4.4,1.2,1.2,4.4,98.2,98.8,98.2,98.8,95.6,95.6
490810370021002,9.4,6.6,4.4,9.0,6.3,4.4,90.6,91.0,93.4,93.7,95.6,95.6
490810370022001,0.0,6.6,4.4,2.8,6.3,4.4,100.0,97.2,93.4,93.7,95.6,95.6
490810370022003,0.8,6.6,4.4,0.0,6.3,4.4,99.2,100.0,93.4,93.7,95.6,95.6
490810370022008,3.3,6.6,4.4,1.6,6.3,4.4,96.7,98.4,93.4,93.7,95.6,95.6
490810370022009,2.3,6.6,4.4,1.6,6.3,4.4,97.7,98.4,93.4,93.7,95.6,95.6
490810400220001,5.5,2.2,4.4,2.6,1.6,4.4,94.5,97.4,97.8,98.4,95.6,95.6
490810400221003,1.3,2.2,4.4,0.9,1.6,4.4,98.7,99.1,97.8,98.4,95.6,95.6
490810400221004,1.7,2.2,4.4,2.4,1.6,4.4,98.3,97.6,97.8,98.4,95.6,95.6
490810400222007,1.4,2.2,4.4,1.4,1.6,4.4,98.6,98.6,97.8,98.4,95.6,95.6
490810400222010,0.0,2.2,4.4,0.0,1.6,4.4,100.0,100.0,97.8,98.4,95.6,95.6
490810400222011,1.5,2.2,4.4,1.5,1.6,4.4,98.5,98.5,97.8,98.4,95.6,95.6
490810400222012,0.0,2.2,4.4,0.0,1.6,4.4,100.0,100.0,97.8,98.4,95.6,95.6
490810400222016,4.9,2.2,4.4,3.4,1.6,4.4,95.1,96.6,97.8,98.4,95.6,95.6
490810400222017,1.0,2.2,4.4,1.0,1.6,4.4,99.0,99.0,97.8,98.4,95.6,95.6
490810400222019,0.7,2.2,4.4,0.7,1.6,4.4,99.3,99.3,97.8,98.4,95.6,95.6
490810400222021,0.7,2.2,4.4,0.7,1.6,4.4,99.3,99.3,97.8,98.4,95.6,95.6
490810400222022,0.0,2.2,4.4,0.0,1.6,4.4,100.0,100.0,97.8,98.4,95.6,95.6
490810400222023,3.0,2.2,4.4,2.3,1.6,4.4,97.0,97.7,97.8,98.4,95.6,95.6
490810400222026,3.3,2.2,4.4,1.6,1.6,4.4,96.7,98.4,97.8,98.4,95.6,95.6
490810410250001,10.3,2.8,4.4,4.2,2.1,4.4,89.7,95.8,97.2,97.9,95.6,95.6
490810410251003,3.2,2.8,4.4,3.4,2.1,4.4,96.8,96.6,97.2,97.9,95.6,95.6
490810410251005,3.2,2.8,4.4,3.4,2.1,4.4,96.8,96.6,97.2,97.9,95.6,95.6
490810410252007,1.2,2.8,4.4,1.2,2.1,4.4,98.8,98.8,97.2,97.9,95.6,95.6
490810410252008,1.2,2.8,4.4,1.8,2.1,4.4,98.8,98.2,97.2,97.9,95.6,95.6
490810410252009,1.6,2.8,4.4,1.6,2.1,4.4,98.4,98.4,97.2,97.9,95.6,95.6
490810410252010,0.6,2.8,4.4,0.6,2.1,4.4,99.4,99.4,97.2,97.9,95.6,95.6
490810410252015,1.5,2.8,4.4,1.0,2.1,4.4,98.5,99.0,97.2,97.9,95.6,95.6
490810410252016,0.6,2.8,4.4,0.6,2.1,4.4,99.4,99.4,97.2,97.9,95.6,95.6
490810410252017,0.9,2.8,4.4,0.4,2.1,4.4,99.1,99.6,97.2,97.9,95.6,95.6
490810410252020,2.3,2.8,4.4,2.9,2.1,4.4,97.7,97.1,97.2,97.9,95.6,95.6
