schid,demschoolwhite,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state,percmin2015
190220580022002,56.8,366,"5,191",27.9,,,20.5,43.2
190220580022003,78.2,372,"5,191",9.4,,,20.5,21.799999999999997
190220580022004,75.2,375,"5,191",11.7,,,20.5,24.799999999999997
190220580022005,85.2,393,"5,191",5.3,,,20.5,14.799999999999997
190220580022006,54.0,385,"5,191",16.9,,,20.5,46.0
190220580022007,71.0,355,"5,191",13.8,,,20.5,29.0
190220580022008,84.0,514,"5,191",8.0,,,20.5,16.0
190220580022010,88.9,423,"5,191",3.8,,,20.5,11.099999999999994
190220580022013,82.6,344,"5,191",11.9,,,20.5,17.400000000000006
190220580022014,73.1,305,"5,191",17.7,,,20.5,26.900000000000006
190220600021001,45.8,419,"1,335",40.8,,,20.5,54.2
190220600022001,45.3,490,"1,335",39.8,,,20.5,54.7
190220600022002,44.8,426,"1,335",43.4,,,20.5,55.2
190220610021004,53.6,373,"1,568",40.5,,,20.5,46.4
190220610022001,52.9,665,"1,568",47.7,,,20.5,47.1
190220610022002,57.0,530,"1,568",43.0,,,20.5,43.0
190220620021001,66.4,387,830,14.0,,,20.5,33.599999999999994
190220620022002,60.7,443,830,12.4,,,20.5,39.3
190220630021001,64.7,317,781,15.1,,,20.5,35.3
190220630022002,64.2,464,781,8.4,,,20.5,35.8
190220660021001,73.7,361,996,10.2,,,20.5,26.299999999999997
190220660022002,72.0,300,996,16.7,,,20.5,28.0
190220660022004,72.2,335,996,17.3,,,20.5,27.799999999999997
190220680021001,43.7,639,"3,070",52.4,,,20.5,56.3
190220680022001,39.0,433,"3,070",60.7,,,20.5,61.0
190220680022002,55.5,375,"3,070",35.5,,,20.5,44.5
190220680022003,44.4,421,"3,070",53.0,,,20.5,55.6
190220680022004,49.7,374,"3,070",42.2,,,20.5,50.3
190220680022005,42.8,460,"3,070",59.6,,,20.5,57.2
190220680022006,37.0,368,"3,070",56.5,,,20.5,63.0
190220860170001,75.4,"2,813","4,407",8.1,26.7,25.3,20.5,24.599999999999994
190220860170002,55.7,"1,594","4,407",32.2,22.8,25.3,20.5,44.3
190220870170001,45.9,"2,431","8,288",44.8,20.3,21.8,20.5,54.1
190220870170002,45.0,"2,316","8,288",36.1,21.6,21.8,20.5,55.0
190220870170003,61.8,"2,313","8,288",26.5,23.2,21.8,20.5,38.2
190220870170004,64.6,"1,228","8,288",26.8,22.9,21.8,20.5,35.400000000000006
190220880160001,31.8,"2,060","4,070",62.7,19.1,19.9,20.5,68.2
190220880160002,51.9,"2,010","4,070",48.2,20.6,19.9,20.5,48.1
190220890041003,66.2,639,"2,011",26.4,,,20.5,33.8
190220890042001,77.7,301,"2,011",19.9,,,20.5,22.299999999999997
190220890042002,68.9,312,"2,011",26.0,,,20.5,31.099999999999994
190220890042004,54.9,470,"2,011",25.7,,,20.5,45.1
190220890042006,63.0,289,"2,011",24.6,,,20.5,37.0
190220930041004,43.3,647,"3,827",37.6,,,20.5,56.7
190220930042001,43.8,356,"3,827",55.1,,,20.5,56.2
190220930042004,52.9,240,"3,827",42.1,,,20.5,47.1
190220930042006,37.9,443,"3,827",58.0,,,20.5,62.1
190220930042007,34.6,335,"3,827",56.7,,,20.5,65.4
190220930042009,49.3,633,"3,827",40.9,,,20.5,50.7
190220930042010,64.8,349,"3,827",26.9,,,20.5,35.2
190220930042011,48.9,609,"3,827",36.3,,,20.5,51.1
190220940160001,35.5,"1,983","1,983",46.7,19.1,19.1,20.5,64.5
190220990160001,74.2,"2,186","5,015",20.9,23.6,22.6,20.5,25.799999999999997
190220990160002,60.9,"2,829","5,015",30.8,21.9,22.6,20.5,39.1
190221000160001,34.8,"1,555","1,555",52.5,19.8,19.8,20.5,65.2
190221080160001,65.3,"2,698","2,698",15.3,22.4,22.4,20.5,34.7
190221800041001,14.8,283,688,68.2,,,20.5,85.2
190221800042002,15.1,405,688,65.7,,,20.5,84.9
190221810041002,78.2,792,"3,914",4.2,,,20.5,21.799999999999997
190221810041003,82.2,639,"3,914",2.7,,,20.5,17.799999999999997
190221810042001,54.4,338,"3,914",5.0,,,20.5,45.6
190221810042003,78.4,403,"3,914",1.5,,,20.5,21.599999999999994
190221810042004,81.1,424,"3,914",0.9,,,20.5,18.900000000000006
190221810042006,82.6,258,"3,914",3.5,,,20.5,17.400000000000006
190221810042007,77.0,422,"3,914",4.7,,,20.5,23.0
190221810042008,75.5,364,"3,914",4.1,,,20.5,24.5
190221810042009,85.8,274,"3,914",1.5,,,20.5,14.200000000000003
190222000260020,67.9,"2,134","13,112",25.2,22.9,23.4,20.5,32.099999999999994
190222000260021,70.3,"2,163","13,112",27.9,23.8,23.4,20.5,29.700000000000003
190222000261001,66.3,804,"13,112",30.5,,23.4,20.5,33.7
190222000261017,74.2,682,"13,112",21.0,,23.4,20.5,25.799999999999997
190222000261018,67.5,707,"13,112",28.9,,23.4,20.5,32.5
190222000261020,57.1,788,"13,112",38.3,,23.4,20.5,42.9
190222000262001,75.2,310,"13,112",28.7,,23.4,20.5,24.799999999999997
190222000262002,53.2,297,"13,112",43.1,,23.4,20.5,46.8
190222000262006,70.3,505,"13,112",29.1,,23.4,20.5,29.700000000000003
190222000262007,69.6,398,"13,112",21.6,,23.4,20.5,30.400000000000006
190222000262008,69.2,409,"13,112",28.9,,23.4,20.5,30.799999999999997
190222000262009,66.5,463,"13,112",24.4,,23.4,20.5,33.5
190222000262010,52.9,663,"13,112",43.7,,23.4,20.5,47.1
190222000262011,56.0,393,"13,112",37.4,,23.4,20.5,44.0
190222000262012,58.3,427,"13,112",38.2,,23.4,20.5,41.7
190222000262013,78.9,399,"13,112",17.8,,23.4,20.5,21.099999999999994
190222000262014,77.4,505,"13,112",10.5,,23.4,20.5,22.599999999999994
190222000262016,66.0,467,"13,112",30.8,,23.4,20.5,34.0
190222000262018,22.3,466,"13,112",76.6,,23.4,20.5,77.7
190222010260001,69.9,438,"1,349",41.3,21.7,21.7,20.5,30.099999999999994
190222010261004,68.7,319,"1,349",39.2,,21.7,20.5,31.299999999999997
190222010262001,70.3,380,"1,349",36.1,,21.7,20.5,29.700000000000003
190222010262002,43.2,169,"1,349",59.2,,21.7,20.5,56.8
190222020260001,67.9,532,"1,560",34.4,23.1,23.1,20.5,32.099999999999994
190222020261002,69.0,361,"1,560",32.7,,23.1,20.5,31.0
190222020262004,65.3,418,"1,560",35.2,,23.1,20.5,34.7
190222020262005,63.1,249,"1,560",43.0,,23.1,20.5,36.9
190222030260001,71.1,"2,930","16,917",14.4,24.7,24.9,20.5,28.900000000000006
190222030260013,65.1,"2,949","16,917",17.8,25.1,24.9,20.5,34.900000000000006
190222030261009,76.3,810,"16,917",17.8,,24.9,20.5,23.700000000000003
190222030261010,52.1,854,"16,917",26.5,,24.9,20.5,47.9
190222030261011,74.6,594,"16,917",20.9,,24.9,20.5,25.400000000000006
190222030261012,70.0,700,"16,917",13.4,,24.9,20.5,30.0
190222030261013,55.6,935,"16,917",9.0,,24.9,20.5,44.4
190222030262002,70.0,270,"16,917",26.7,,24.9,20.5,30.0
190222030262003,71.9,619,"16,917",21.2,,24.9,20.5,28.099999999999994
190222030262004,70.3,563,"16,917",6.4,,24.9,20.5,29.700000000000003
190222030262005,55.8,607,"16,917",30.0,,24.9,20.5,44.2
190222030262006,69.9,309,"16,917",25.2,,24.9,20.5,30.099999999999994
190222030262007,79.1,513,"16,917",7.8,,24.9,20.5,20.900000000000006
190222030262008,78.4,439,"16,917",12.3,,24.9,20.5,21.599999999999994
190222030262012,51.7,607,"16,917",30.5,,24.9,20.5,48.3
190222030262013,52.6,487,"16,917",22.2,,24.9,20.5,47.4
190222030262014,66.2,444,"16,917",25.7,,24.9,20.5,33.8
190222030262015,56.3,522,"16,917",12.3,,24.9,20.5,43.7
190222030262016,62.7,523,"16,917",12.8,,24.9,20.5,37.3
190222030262017,59.1,447,"16,917",6.3,,24.9,20.5,40.9
190222030262018,74.8,421,"16,917",15.0,,24.9,20.5,25.200000000000003
190222040260001,50.8,"2,596","28,327",25.0,23.3,24.5,20.5,49.2
190222040260002,62.0,"3,885","28,327",10.6,25.6,24.5,20.5,38.0
190222040260005,51.3,"2,799","28,327",25.1,23.9,24.5,20.5,48.7
190222040261001,44.5,840,"28,327",27.1,,24.5,20.5,55.5
190222040261002,58.1,899,"28,327",9.2,,24.5,20.5,41.9
190222040261003,46.7,989,"28,327",23.2,,24.5,20.5,53.3
190222040261004,66.2,"1,109","28,327",6.5,,24.5,20.5,33.8
190222040261005,48.3,840,"28,327",19.5,,24.5,20.5,51.7
190222040261006,48.9,"1,004","28,327",12.0,,24.5,20.5,51.1
190222040261007,41.7,957,"28,327",39.5,,24.5,20.5,58.3
190222040262002,29.1,412,"28,327",57.8,,24.5,20.5,70.9
190222040262005,65.7,435,"28,327",14.9,,24.5,20.5,34.3
190222040262006,57.8,576,"28,327",25.2,,24.5,20.5,42.2
190222040262007,29.2,541,"28,327",63.6,,24.5,20.5,70.8
190222040262008,42.1,691,"28,327",36.0,,24.5,20.5,57.9
190222040262009,61.2,678,"28,327",4.7,,24.5,20.5,38.8
190222040262010,41.3,743,"28,327",9.2,,24.5,20.5,58.7
190222040262012,60.1,612,"28,327",15.7,,24.5,20.5,39.9
190222040262013,67.8,491,"28,327",6.3,,24.5,20.5,32.2
190222040262015,46.9,796,"28,327",18.7,,24.5,20.5,53.1
190222040262016,44.9,568,"28,327",18.5,,24.5,20.5,55.1
190222040262017,65.0,389,"28,327",4.4,,24.5,20.5,35.0
190222040262018,29.9,632,"28,327",35.3,,24.5,20.5,70.1
190222040262019,59.2,407,"28,327",4.7,,24.5,20.5,40.8
190222040262020,38.8,446,"28,327",37.2,,24.5,20.5,61.2
190222040262021,36.2,633,"28,327",16.6,,24.5,20.5,63.8
190222040262022,35.9,782,"28,327",20.1,,24.5,20.5,64.1
190222040262023,35.7,389,"28,327",13.6,,24.5,20.5,64.3
190222040262024,50.1,589,"28,327",5.8,,24.5,20.5,49.9
190222040262025,48.6,498,"28,327",14.9,,24.5,20.5,51.4
190222040262026,49.7,537,"28,327",7.6,,24.5,20.5,50.3
190222050260003,75.9,"2,725","8,449",18.0,24.2,24.2,20.5,24.099999999999994
190222050261001,84.1,696,"8,449",8.6,,24.2,20.5,15.900000000000006
190222050261002,57.3,531,"8,449",36.2,,24.2,20.5,42.7
190222050261012,81.1,710,"8,449",12.1,,24.2,20.5,18.900000000000006
190222050262002,82.3,271,"8,449",5.2,,24.2,20.5,17.700000000000003
190222050262003,29.0,441,"8,449",67.3,,24.2,20.5,71.0
190222050262004,73.3,513,"8,449",17.0,,24.2,20.5,26.700000000000003
190222050262005,72.7,403,"8,449",15.6,,24.2,20.5,27.299999999999997
190222050262006,79.6,548,"8,449",10.0,,24.2,20.5,20.400000000000006
190222050262007,78.5,410,"8,449",14.4,,24.2,20.5,21.5
190222050262008,78.7,390,"8,449",8.7,,24.2,20.5,21.299999999999997
190222050262009,85.6,564,"8,449",7.3,,24.2,20.5,14.400000000000006
200240010260005,94.8,267,939,35.6,19.2,19.2,20.5,5.200000000000003
200240010262001,95.9,458,939,34.9,,19.2,20.5,4.099999999999994
200240010262004,95.3,214,939,53.3,,19.2,20.5,4.700000000000003
200300070260001,94.4,177,743,49.2,18.1,18.1,20.5,5.599999999999994
200300070261001,94.8,229,743,59.0,,18.1,20.5,5.200000000000003
200300070262001,96.4,337,743,66.2,,18.1,20.5,3.5999999999999943
200330100260002,98.0,539,"1,238",48.8,18.7,18.7,20.5,2.0
200330100262002,96.8,158,"1,238",57.0,,18.7,20.5,3.200000000000003
200330100262004,93.8,465,"1,238",55.7,,18.7,20.5,6.200000000000003
200350010260003,95.4,174,611,51.7,18.9,18.9,20.5,4.599999999999994
200350010261001,93.2,133,611,60.2,,18.9,20.5,6.799999999999997
200350010262001,93.4,304,611,58.6,,18.9,20.5,6.599999999999994
200760010260001,97.0,166,548,54.8,18.9,18.9,20.5,3.0
200760010262002,96.3,382,548,60.2,,18.9,20.5,3.700000000000003
200830010260001,97.6,126,454,43.7,19.6,19.6,20.5,2.4000000000000057
200830010261001,98.3,58,454,60.3,,19.6,20.5,1.7000000000000028
200830010262002,95.9,270,454,56.3,,19.6,20.5,4.099999999999994
200830020260001,77.2,136,459,59.6,17.5,17.5,20.5,22.799999999999997
200830020262002,79.6,323,459,69.3,,17.5,20.5,20.400000000000006
200830030260001,86.0,613,"2,130",55.6,19.3,19.3,20.5,14.0
200830030261002,86.1,467,"2,130",62.1,,19.3,20.5,13.900000000000006
200830030262009,82.7,480,"2,130",67.3,,19.3,20.5,17.299999999999997
200830030262010,82.6,570,"2,130",65.1,,19.3,20.5,17.400000000000006
200830040260001,94.4,337,"1,226",61.7,18.0,18.0,20.5,5.599999999999994
200830040261002,91.6,263,"1,226",68.1,,18.0,20.5,8.400000000000006
200830040262004,93.8,626,"1,226",61.2,,18.0,20.5,6.200000000000003
200930170242001,94.4,126,126,57.9,,,20.5,5.599999999999994
200933480260001,96.5,518,"1,617",40.7,18.4,18.4,20.5,3.5
200933480261003,95.9,339,"1,617",54.9,,18.4,20.5,4.099999999999994
200933480262003,96.1,308,"1,617",56.5,,18.4,20.5,3.9000000000000057
200933480262005,95.6,452,"1,617",56.2,,18.4,20.5,4.400000000000006
200960060042001,98.9,185,185,40.5,,,20.5,1.0999999999999943
200960140042001,97.1,104,104,55.8,,,20.5,2.9000000000000057
200960170042001,92.7,165,165,50.9,,,20.5,7.299999999999997
200961000260001,98.8,165,531,46.7,18.5,18.5,20.5,1.2000000000000028
200961000262005,95.6,366,531,50.3,,18.5,20.5,4.400000000000006
200961120042001,93.2,340,743,69.4,,,20.5,6.799999999999997
200961120042002,90.8,403,743,54.1,,,20.5,9.200000000000003
200962000260001,99.3,146,445,45.9,19.9,19.9,20.5,0.7000000000000028
200962000261001,97.9,141,445,62.4,,19.9,20.5,2.0999999999999943
200962000262002,95.8,72,445,54.2,,19.9,20.5,4.200000000000003
200962000262003,98.8,86,445,59.3,,19.9,20.5,1.2000000000000028
200962250160001,94.2,452,452,44.5,18.6,18.6,20.5,5.799999999999997
200970010260003,96.3,135,334,44.4,19.0,19.0,20.5,3.700000000000003
200970010262002,93.0,199,334,53.3,,19.0,20.5,7.0
200970030260001,97.6,210,742,53.8,18.4,18.4,20.5,2.4000000000000057
200970030262002,98.8,403,742,54.8,,18.4,20.5,1.2000000000000028
200970030262003,94.6,129,742,63.6,,18.4,20.5,5.400000000000006
200970050260001,96.9,355,"1,389",45.1,18.0,18.0,20.5,3.0999999999999943
200970050261007,96.0,199,"1,389",55.3,,18.0,20.5,4.0
200970050262005,94.8,232,"1,389",59.9,,18.0,20.5,5.200000000000003
200970050262006,98.7,234,"1,389",61.1,,18.0,20.5,1.2999999999999972
200970050262007,96.9,294,"1,389",56.8,,18.0,20.5,3.0999999999999943
210280470041002,95.8,474,"1,207",63.9,,,20.5,4.200000000000003
210280470042001,93.9,733,"1,207",66.4,,,20.5,6.099999999999994
210280910042001,92.9,98,98,46.9,,,20.5,7.099999999999994
210280990260001,95.7,235,832,58.3,18.2,18.2,20.5,4.299999999999997
210280990262001,96.5,597,832,68.2,,18.2,20.5,3.5
210281030130001,93.8,614,614,54.9,19.4,19.4,20.5,6.200000000000003
210281150042001,96.3,217,217,51.6,,,20.5,3.700000000000003
210281680260001,96.9,578,"1,899",47.6,18.6,18.6,20.5,3.0999999999999943
210281680261002,95.6,274,"1,899",62.8,,18.6,20.5,4.400000000000006
210281680262003,96.6,523,"1,899",65.8,,18.6,20.5,3.4000000000000057
210281680262004,95.8,524,"1,899",65.5,,18.6,20.5,4.200000000000003
210281740260001,98.9,95,353,44.2,19.1,19.1,20.5,1.0999999999999943
210281740262001,98.8,258,353,65.9,,19.1,20.5,1.2000000000000028
210281880260001,97.6,170,629,64.1,18.0,18.0,20.5,2.4000000000000057
210281880261001,95.5,201,629,73.6,,18.0,20.5,4.5
210281880262003,94.6,258,629,80.6,,18.0,20.5,5.400000000000006
210281960260001,93.9,229,691,49.8,19.1,19.1,20.5,6.099999999999994
210281960261001,95.2,145,691,51.0,,19.1,20.5,4.799999999999997
210281960262001,93.4,317,691,47.9,,19.1,20.5,6.599999999999994
210440010260001,97.0,203,626,41.9,19.7,19.7,20.5,3.0
210440010262001,96.2,423,626,43.5,,19.7,20.5,3.799999999999997
210440320032003,97.7,257,257,55.6,,,20.5,2.299999999999997
210440430032001,89.4,66,66,69.7,,,20.5,10.599999999999994
210440550022001,92.8,430,430,60.9,,,20.5,7.200000000000003
210440640022001,100.0,132,132,57.6,,,20.5,0.0
210441330170001,95.7,348,348,52.9,21.0,21.0,20.5,4.299999999999997
210610010260001,85.6,625,"2,169",52.5,20.1,20.1,20.5,14.400000000000006
210610010261001,85.9,333,"2,169",55.9,,20.1,20.5,14.099999999999994
210610010262001,95.6,135,"2,169",39.3,,20.1,20.5,4.400000000000006
210610010262002,92.0,199,"2,169",33.7,,20.1,20.5,8.0
210610010262003,70.8,541,"2,169",81.5,,20.1,20.5,29.200000000000003
210610010262006,94.3,159,"2,169",38.4,,20.1,20.5,5.700000000000003
210610010262010,83.6,177,"2,169",88.1,,20.1,20.5,16.400000000000006
210610380260001,87.6,105,271,71.4,18.5,18.5,20.5,12.400000000000006
210610380262001,88.6,166,271,71.1,,18.5,20.5,11.400000000000006
211000010260001,96.8,341,"1,202",64.8,18.7,18.7,20.5,3.200000000000003
211000010262002,97.4,381,"1,202",67.7,,18.7,20.5,2.5999999999999943
211000010262003,90.9,320,"1,202",68.1,,18.7,20.5,9.099999999999994
211000010262004,89.4,160,"1,202",69.4,,18.7,20.5,10.599999999999994
211000020260001,80.8,"1,119","4,027",45.4,20.0,20.0,20.5,19.200000000000003
211000020261002,80.6,774,"4,027",55.6,,20.0,20.5,19.400000000000006
211000020262003,94.6,260,"4,027",59.2,,20.0,20.5,5.400000000000006
211000020262004,77.6,312,"4,027",59.9,,20.0,20.5,22.400000000000006
211000020262005,79.2,605,"4,027",56.9,,20.0,20.5,20.799999999999997
211000020262007,76.4,351,"4,027",59.0,,20.0,20.5,23.599999999999994
211000020262010,86.3,606,"4,027",59.6,,20.0,20.5,13.700000000000003
211000030260001,99.3,149,514,42.3,18.6,18.6,20.5,0.7000000000000028
211000030262001,97.5,365,514,37.5,,18.6,20.5,2.5
211000040260001,87.6,750,"2,543",56.3,19.4,19.4,20.5,12.400000000000006
211000040261001,90.0,579,"2,543",65.3,,19.4,20.5,10.0
211000040262008,85.7,511,"2,543",53.8,,19.4,20.5,14.299999999999997
211000040262010,87.1,703,"2,543",68.8,,19.4,20.5,12.900000000000006
211000050260001,90.6,562,"2,244",38.4,22.9,22.9,20.5,9.400000000000006
211000050261001,88.2,331,"2,244",42.6,,22.9,20.5,11.799999999999997
211000050262001,82.8,688,"2,244",47.7,,22.9,20.5,17.200000000000003
211000050262006,85.6,535,"2,244",47.7,,22.9,20.5,14.400000000000006
240320010260001,89.8,620,"2,127",25.6,21.1,21.1,20.5,10.200000000000003
240320010261002,91.7,495,"2,127",31.1,,21.1,20.5,8.299999999999997
240320010262003,87.5,281,"2,127",39.9,,21.1,20.5,12.5
240320010262004,89.5,325,"2,127",33.8,,21.1,20.5,10.5
240320010262005,93.6,406,"2,127",31.8,,21.1,20.5,6.400000000000006
24032002C021002,94.3,141,319,36.9,,,20.5,5.700000000000003
24032002C022001,91.6,178,319,30.3,,,20.5,8.400000000000006
24032024C042001,79.1,86,86,9.3,,,20.5,20.900000000000006
240320540021006,76.0,387,"1,214",47.8,,,20.5,24.0
240320540022004,75.1,827,"1,214",49.7,,,20.5,24.900000000000006
24032060C042001,81.3,798,798,38.3,,,20.5,18.700000000000003
24032072C042001,89.0,200,200,47.5,,,20.5,11.0
240320730170001,95.3,191,191,28.8,20.6,20.6,20.5,4.700000000000003
240320740032001,99.1,113,113,26.5,,,20.5,0.9000000000000057
240320750022001,98.7,150,150,46.0,,,20.5,1.2999999999999972
240321010160001,81.1,932,932,23.7,21.6,21.6,20.5,18.900000000000006
240321110160001,77.2,"2,589","2,589",3.3,21.8,21.8,20.5,22.799999999999997
240322010041002,69.1,917,"4,255",30.9,,,20.5,30.900000000000006
240322010042001,74.3,487,"4,255",36.6,,,20.5,25.700000000000003
240322010042002,71.6,945,"4,255",30.5,,,20.5,28.400000000000006
240322010042003,76.6,504,"4,255",16.7,,,20.5,23.400000000000006
240322010042004,70.8,538,"4,255",29.4,,,20.5,29.200000000000003
240322010042005,60.1,479,"4,255",29.6,,,20.5,39.9
240322010042006,74.8,385,"4,255",33.8,,,20.5,25.200000000000003
240470180160001,96.3,188,188,24.5,21.3,21.3,20.5,3.700000000000003
240470660041001,92.1,101,240,26.7,,,20.5,7.900000000000006
240470660042001,91.4,139,240,20.9,,,20.5,8.599999999999994
240470880260001,42.4,663,"2,408",59.4,17.8,17.8,20.5,57.6
240470880261001,40.9,345,"2,408",59.1,,17.8,20.5,59.1
240470880262002,42.7,489,"2,408",60.5,,17.8,20.5,57.3
240470880262003,41.5,383,"2,408",64.0,,17.8,20.5,58.5
240470880262004,38.1,528,"2,408",63.6,,17.8,20.5,61.9
240470900042001,93.0,114,114,23.7,,,20.5,7.0
240471150260001,73.4,"1,667","5,844",26.5,20.8,20.8,20.5,26.599999999999994
240471150261001,72.1,911,"5,844",25.9,,20.8,20.5,27.900000000000006
240471150262002,81.0,480,"5,844",18.8,,20.8,20.5,19.0
240471150262003,64.4,267,"5,844",21.0,,20.8,20.5,35.599999999999994
240471150262004,70.7,270,"5,844",16.7,,20.8,20.5,29.299999999999997
240471150262005,79.3,610,"5,844",26.1,,20.8,20.5,20.700000000000003
240471150262007,80.9,550,"5,844",18.0,,20.8,20.5,19.099999999999994
240471150262008,65.8,591,"5,844",22.5,,20.8,20.5,34.2
240471150262009,66.5,498,"5,844",27.5,,20.8,20.5,33.5
240473080260001,64.4,"2,692","17,911",27.4,20.8,20.8,20.5,35.599999999999994
240473080260002,52.6,"2,351","17,911",26.9,20.8,20.8,20.5,47.4
240473080261002,70.3,"1,043","17,911",22.0,,20.8,20.5,29.700000000000003
240473080261003,65.8,952,"17,911",33.1,,20.8,20.5,34.2
240473080261004,58.8,713,"17,911",18.2,,20.8,20.5,41.2
240473080261005,51.5,841,"17,911",40.0,,20.8,20.5,48.5
240473080261006,59.5,645,"17,911",17.2,,20.8,20.5,40.5
240473080262003,58.9,567,"17,911",22.0,,20.8,20.5,41.1
240473080262004,47.4,648,"17,911",49.7,,20.8,20.5,52.6
240473080262005,53.8,535,"17,911",52.0,,20.8,20.5,46.2
240473080262006,77.0,365,"17,911",18.1,,20.8,20.5,23.0
240473080262007,61.3,667,"17,911",19.2,,20.8,20.5,38.7
240473080262008,61.6,594,"17,911",33.0,,20.8,20.5,38.4
240473080262009,55.4,664,"17,911",20.5,,20.8,20.5,44.6
240473080262010,60.6,803,"17,911",29.1,,20.8,20.5,39.4
240473080262011,80.2,524,"17,911",12.0,,20.8,20.5,19.799999999999997
240473080262012,68.6,722,"17,911",17.7,,20.8,20.5,31.400000000000006
240473080262013,61.2,616,"17,911",18.7,,20.8,20.5,38.8
240473080262014,67.6,651,"17,911",12.4,,20.8,20.5,32.400000000000006
240473080262015,63.1,512,"17,911",29.5,,20.8,20.5,36.9
240473080262016,49.8,333,"17,911",37.5,,20.8,20.5,50.2
260290010260001,99.0,96,360,59.4,19.9,19.9,20.5,1.0
260290010261001,96.9,98,360,60.2,,19.9,20.5,3.0999999999999943
260290010262001,97.6,166,360,52.4,,19.9,20.5,2.4000000000000057
260290020260001,98.2,109,377,40.4,19.7,19.7,20.5,1.7999999999999972
260290020261001,91.2,57,377,47.4,,19.7,20.5,8.799999999999997
260290020262006,91.9,211,377,49.3,,19.7,20.5,8.099999999999994
260290030260001,96.7,151,479,53.6,17.8,17.8,20.5,3.299999999999997
260290030261001,96.1,103,479,56.3,,17.8,20.5,3.9000000000000057
260290030262003,94.2,225,479,59.1,,17.8,20.5,5.799999999999997
260290040260001,99.2,127,364,44.9,21.0,21.0,20.5,0.7999999999999972
260290040261001,98.1,53,364,49.1,,21.0,20.5,1.9000000000000057
260290040262005,97.3,184,364,44.6,,21.0,20.5,2.700000000000003
260290660250001,94.9,782,"2,608",49.4,19.1,19.1,20.5,5.099999999999994
260290660251002,95.2,778,"2,608",55.1,,19.1,20.5,4.799999999999997
260290660252003,94.5,421,"2,608",71.0,,19.1,20.5,5.5
260290660252008,91.8,208,"2,608",47.6,,19.1,20.5,8.200000000000003
260290660252009,93.8,419,"2,608",67.1,,19.1,20.5,6.200000000000003
260290970260001,99.5,214,704,39.7,20.1,20.1,20.5,0.5
260290970262002,99.1,214,704,49.1,,20.1,20.5,0.9000000000000057
260290970262003,97.5,276,704,62.3,,20.1,20.5,2.5
260343070160001,95.7,376,376,43.6,20.0,20.0,20.5,4.299999999999997
260343160260001,94.9,215,468,26.5,18.2,18.2,20.5,5.099999999999994
260343160262003,95.7,253,468,23.3,,18.2,20.5,4.299999999999997
260343170041006,94.1,169,441,51.5,,,20.5,5.900000000000006
260343170042005,96.7,272,441,51.8,,,20.5,3.299999999999997
260343250261001,93.0,129,256,46.5,,,20.5,7.0
260343250262002,94.5,127,256,63.8,,,20.5,5.5
260343270042002,93.1,189,189,97.9,,,20.5,6.900000000000006
260343280240001,96.4,250,579,44.4,18.8,18.8,20.5,3.5999999999999943
260343280242004,93.0,329,579,47.1,,18.8,20.5,7.0
260343370260001,99.1,211,506,54.5,17.7,17.7,20.5,0.9000000000000057
260343370262006,96.3,295,506,70.8,,17.7,20.5,3.700000000000003
260343470041001,98.6,73,238,50.7,,,20.5,1.4000000000000057
260343470042005,97.0,165,238,60.6,,,20.5,3.0
260621030260001,97.9,194,645,49.0,19.9,19.9,20.5,2.0999999999999943
260621030261001,98.9,177,645,58.8,,19.9,20.5,1.0999999999999943
260621030262001,92.5,120,645,54.2,,19.9,20.5,7.5
260621030262002,98.7,154,645,57.8,,19.9,20.5,1.2999999999999972
260621700260001,96.1,204,745,58.8,17.7,17.7,20.5,3.9000000000000057
260621700261002,95.7,164,745,58.5,,17.7,20.5,4.299999999999997
260621700262003,93.4,377,745,68.2,,17.7,20.5,6.599999999999994
260621850260001,81.4,586,"2,068",39.2,21.4,21.4,20.5,18.599999999999994
260621850261001,77.3,313,"2,068",47.3,,21.4,20.5,22.700000000000003
260621850262004,73.2,600,"2,068",60.5,,21.4,20.5,26.799999999999997
260621850262008,75.7,453,"2,068",49.0,,21.4,20.5,24.299999999999997
260850050260001,94.3,368,"1,189",42.4,19.1,19.1,20.5,5.700000000000003
260850050261002,91.7,351,"1,189",50.7,,19.1,20.5,8.299999999999997
260850050262001,93.5,247,"1,189",53.8,,19.1,20.5,6.5
260850050262002,94.2,223,"1,189",52.0,,19.1,20.5,5.799999999999997
280060170042001,93.2,74,74,45.9,,,20.5,6.799999999999997
280060840042001,94.1,85,85,44.7,,,20.5,5.900000000000006
280060940042001,88.3,223,223,37.7,,,20.5,11.700000000000003
280060980022001,81.3,48,48,31.3,,,20.5,18.700000000000003
280060990042002,63.9,750,750,65.3,,,20.5,36.1
280061030220001,15.0,113,447,93.8,17.1,17.1,20.5,85.0
280061030222001,20.4,334,447,60.5,,17.1,20.5,79.6
280061150021001,91.6,522,"1,214",49.0,,,20.5,8.400000000000006
280061150022004,91.3,230,"1,214",52.6,,,20.5,8.700000000000003
280061150022005,91.7,218,"1,214",54.1,,,20.5,8.299999999999997
280061150022007,89.3,244,"1,214",21.3,,,20.5,10.700000000000003
280063030260001,95.7,93,261,44.1,18.3,18.3,20.5,4.299999999999997
280063030262003,88.9,72,261,50.0,,18.3,20.5,11.099999999999994
280063030262004,86.5,96,261,52.1,,18.3,20.5,13.5
